Investor,Update,Ticker,Action,Purchased Price,Current Price
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,CBRE ,Add 0.00%,89.11,131.59
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,FCNCA ,Add 9.42%,1680.63,1926.03
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,IQV ,Reduce 0.02%,211.48,217.54
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,SCHW ,Add 0.00%,73.69,72.04
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,LAD , ,252.45,339.25
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,ICE ,Reduce 1.73%,136.91,166.44
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,DE ,Add 102.77%,373.63,412.35
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,PAYC ,Add 11.83%,143.07,167.35
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,COF ,Reduce 19.62%,138.43,165.37
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,CRM ,Add 52.11%,257.19,293.77
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,COP ,Add 16.53%,114.38,103.26
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,PSX ,Add 6.50%,141.17,128.89
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,FI ,Add 8.42%,149.08,201.42
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,CNC ,Buy ,66.30,61.65
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,ALLY ,Add 0.00%,39.67,35.12
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,WFC ,Reduce 27.38%,59.39,65.61
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,CHTR ,Reduce 35.12%,299.17,329.67
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,WBD , ,7.44,7.61
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,APA ,Add 0.00%,29.44,23.70
Bill Nygren - Oakmark Select Fund , 28 Aug 2024 ,LBRDK ,Buy ,54.82,81.34
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,FDX , ,299.84,275.45
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,AMG , ,156.23,194.81
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,CNX ,Reduce 19.21%,24.30,35.21
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,FIS , ,75.36,90.87
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,K , ,57.68,80.60
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,IAC , ,46.85,51.46
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,MGM ,Add 23.16%,44.44,41.72
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,MAT , ,16.26,19.72
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,CNH , ,10.13,11.41
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,BIO , ,273.11,328.59
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,LYV ,Reduce 21.11%,93.74,118.43
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,WBD , ,7.44,7.61
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,WMG , ,30.65,32.03
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,PVH ,Add 76.53%,105.87,95.60
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,RTX ,Reduce 29.08%,100.39,125.43
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,PYPL ,Buy ,58.03,83.59
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,H , ,151.92,156.58
Mason Hawkins - Longleaf Partners , 27 Aug 2024 ,FI , ,149.04,201.42
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,RYCEF , ,5.77,6.31
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,GOOGL ,Reduce 0.98%,182.15,166.72
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,ICE , ,136.89,166.44
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,CNSWF , ,2881.39,3091.00
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,SCHW , ,73.69,72.04
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,FWONK , ,71.84,80.06
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,TSM ,Reduce 16.91%,173.81,194.68
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,UNH , ,509.26,565.24
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,UMGNF , ,29.75,25.91
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,ELV , ,541.86,417.26
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,CACC , ,514.68,465.59
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,SAP , ,202.97,240.28
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,COF , ,138.45,165.37
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,J , ,139.71,141.20
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,ERFSF , ,49.85,59.18
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,META , ,504.22,578.16
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,KMX , ,73.34,74.31
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,ASHTF , ,66.77,70.86
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,BRK.B , ,406.80,458.49
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,CHTR ,Buy ,298.96,329.67
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,LBRDK ,Reduce 13.94%,54.82,81.34
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,LBRDA , ,54.60,80.92
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,LMGIF , ,26.99,24.47
Ruane Cunniff - Sequoia Fund , 20 Aug 2024 ,FWONA , ,64.22,74.45
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,PGR ,Reduce 2.14%,207.71,244.31
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,CHTR ,Reduce 2.14%,298.96,329.67
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,LAMR ,Reduce 2.14%,119.53,134.84
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,BBWI ,Reduce 2.14%,39.05,29.45
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,CDW ,Reduce 8.82%,223.84,218.50
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,DPZ ,Reduce 2.14%,516.33,417.24
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,KMX ,Reduce 39.87%,73.34,74.31
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,SVV ,Buy ,12.24,10.00
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,WHD ,Add 399.58%,52.74,57.59
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,LBRDK ,Reduce 1.41%,54.82,81.34
Tom Bancroft - Makaira Partners , 15 Aug 2024 ,HEI.A ,Reduce 0.68%,177.51,194.36
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,MSFT ,Reduce 4.41%,446.95,426.59
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,BRK.B ,Add 42.29%,406.80,458.49
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,WM , ,213.34,208.26
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,CNI , ,118.13,111.21
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,CAT , ,333.10,390.61
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,DE , ,373.63,412.35
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,ECL , ,238.00,256.45
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,WMT , ,67.71,82.75
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,KOF , ,85.84,84.40
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,FDX , ,299.84,275.45
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,WCN , ,175.36,176.91
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,CPNG , ,20.95,25.95
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,CCI , ,97.70,109.05
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,SDGR , ,19.34,18.37
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,MSGS , ,188.13,222.25
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,UPS , ,136.85,135.34
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,BUD , ,58.15,64.39
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,DHR , ,249.85,244.12
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,KHC , ,32.22,35.13
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,HRL , ,30.49,30.94
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,ONON , ,38.80,50.61
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,VLTO , ,95.47,104.00
Bill & Melinda Gates Foundation Trust , 14 Aug 2024 ,VRM , ,9.31,9.28
Viking Global Investors , 14 Aug 2024 ,AMZN ,Add 34.64%,193.25,188.39
Viking Global Investors , 14 Aug 2024 ,ADBE ,Add 304.70%,555.54,481.04
Viking Global Investors , 14 Aug 2024 ,PM ,Reduce 16.17%,101.33,130.50
Viking Global Investors , 14 Aug 2024 ,MSFT ,Add 43.55%,446.95,426.59
Viking Global Investors , 14 Aug 2024 ,APG ,Reduce 6.73%,37.63,32.87
Viking Global Investors , 14 Aug 2024 ,USB ,Add 12.28%,39.70,48.59
Viking Global Investors , 14 Aug 2024 ,AAPL ,Add 18.59%,210.62,233.40
Viking Global Investors , 14 Aug 2024 ,WDAY ,Reduce 25.12%,223.56,234.95
Viking Global Investors , 14 Aug 2024 ,LVS ,Add 16.91%,44.25,53.62
Viking Global Investors , 14 Aug 2024 ,PGR ,Add 32.11%,207.71,244.31
Viking Global Investors , 14 Aug 2024 ,FTV ,Add 5.71%,74.10,75.16
Viking Global Investors , 14 Aug 2024 ,ROIV ,Reduce 0.31%,10.57,11.84
Viking Global Investors , 14 Aug 2024 ,DLTR ,Add 164.75%,106.77,66.26
Viking Global Investors , 14 Aug 2024 ,BBIO , ,25.33,24.44
Viking Global Investors , 14 Aug 2024 ,NFLX ,Buy ,674.88,749.12
Viking Global Investors , 14 Aug 2024 ,JPM ,Buy ,202.26,225.50
Viking Global Investors , 14 Aug 2024 ,DASH ,Buy ,108.78,153.37
Viking Global Investors , 14 Aug 2024 ,BMRN ,Add 10.09%,82.33,70.13
Viking Global Investors , 14 Aug 2024 ,HDB ,Add 47.69%,64.33,64.50
Viking Global Investors , 14 Aug 2024 ,MCD ,Buy ,254.84,296.79
Viking Global Investors , 14 Aug 2024 ,AVGO ,Buy ,160.55,172.02
Viking Global Investors , 14 Aug 2024 ,TMUS ,Reduce 43.10%,176.18,227.81
Viking Global Investors , 14 Aug 2024 ,GEV ,Buy ,171.51,289.23
Viking Global Investors , 14 Aug 2024 ,AMP ,Reduce 44.12%,427.19,513.40
Viking Global Investors , 14 Aug 2024 ,CPT ,Add 216.36%,109.11,118.70
Viking Global Investors , 14 Aug 2024 ,FERG ,Add 91.19%,193.65,197.25
Viking Global Investors , 14 Aug 2024 ,CBRE ,Reduce 20.75%,89.11,131.59
Viking Global Investors , 14 Aug 2024 ,RPRX ,Add 4.22%,26.37,27.26
Viking Global Investors , 14 Aug 2024 ,TEAM ,Reduce 16.17%,176.88,188.66
Viking Global Investors , 14 Aug 2024 ,FCX ,Reduce 45.05%,48.60,46.73
Viking Global Investors , 14 Aug 2024 ,EQH ,Add 184.83%,40.86,45.85
Viking Global Investors , 14 Aug 2024 ,F ,Buy ,12.54,11.37
Viking Global Investors , 14 Aug 2024 ,UNH ,Reduce 67.54%,509.26,565.24
Viking Global Investors , 14 Aug 2024 ,INTU ,Buy ,657.21,612.09
Viking Global Investors , 14 Aug 2024 ,ACHC ,Add 26.23%,67.54,51.49
Viking Global Investors , 14 Aug 2024 ,HCA ,Add 23.57%,321.28,356.59
Viking Global Investors , 14 Aug 2024 ,DDOG ,Buy ,129.69,126.37
Viking Global Investors , 14 Aug 2024 ,NVDA ,Buy ,123.54,140.52
Viking Global Investors , 14 Aug 2024 ,MMM ,Buy ,102.19,130.29
Viking Global Investors , 14 Aug 2024 ,CSX ,Add 19.73%,33.45,33.26
Viking Global Investors , 14 Aug 2024 ,NAMS , ,19.21,19.13
Viking Global Investors , 14 Aug 2024 ,UBS ,Buy ,29.44,32.39
Viking Global Investors , 14 Aug 2024 ,ISRG ,Reduce 56.22%,444.85,510.88
Viking Global Investors , 14 Aug 2024 ,RRX ,Add 24.72%,135.22,170.86
Viking Global Investors , 14 Aug 2024 ,SPOT ,Buy ,313.79,384.36
Viking Global Investors , 14 Aug 2024 ,EPAM ,Add 30.49%,188.11,191.29
Viking Global Investors , 14 Aug 2024 ,META ,Reduce 63.62%,504.22,578.16
Viking Global Investors , 14 Aug 2024 ,CHTR ,Buy ,298.96,329.67
Viking Global Investors , 14 Aug 2024 ,LLY ,Add 7.11%,905.38,895.59
Viking Global Investors , 14 Aug 2024 ,ITGR ,Add 159.52%,115.79,127.93
Viking Global Investors , 14 Aug 2024 ,SHW ,Buy ,298.43,363.27
Viking Global Investors , 14 Aug 2024 ,APO ,Buy ,118.07,144.84
Viking Global Investors , 14 Aug 2024 ,ADPT , ,3.62,4.67
Viking Global Investors , 14 Aug 2024 ,CRM ,Buy ,257.10,293.77
Viking Global Investors , 14 Aug 2024 ,LAB , ,1.77,1.70
Viking Global Investors , 14 Aug 2024 ,OSCR ,Add 25.28%,15.82,15.35
Viking Global Investors , 14 Aug 2024 ,PCOR ,Add 38.67%,66.31,61.89
Viking Global Investors , 14 Aug 2024 ,ALL ,Buy ,159.66,189.21
Viking Global Investors , 14 Aug 2024 ,MCK ,Reduce 75.93%,584.04,508.95
Viking Global Investors , 14 Aug 2024 ,FIVN ,Reduce 49.76%,44.10,29.68
Viking Global Investors , 14 Aug 2024 ,NRG ,Buy ,77.86,88.73
Viking Global Investors , 14 Aug 2024 ,VKTX ,Add 23.70%,53.01,74.52
Viking Global Investors , 14 Aug 2024 ,CVNA ,Buy ,128.72,205.02
Viking Global Investors , 14 Aug 2024 ,INSM ,Buy ,67.00,71.96
Viking Global Investors , 14 Aug 2024 ,PHVS , ,18.80,23.35
Viking Global Investors , 14 Aug 2024 ,FDMT , ,20.99,8.57
Viking Global Investors , 14 Aug 2024 ,IMVT ,Add 28.29%,26.40,29.95
Viking Global Investors , 14 Aug 2024 ,VRT ,Reduce 32.25%,86.57,113.61
Viking Global Investors , 14 Aug 2024 ,KKR ,Reduce 49.11%,105.24,140.75
Viking Global Investors , 14 Aug 2024 ,DNA , ,13.20,8.27
Viking Global Investors , 14 Aug 2024 ,LBPH ,Add 69.05%,27.03,59.68
Viking Global Investors , 14 Aug 2024 ,DAWN , ,13.78,14.47
Viking Global Investors , 14 Aug 2024 ,LPLA ,Buy ,279.30,264.30
Viking Global Investors , 14 Aug 2024 ,ZLAB ,Reduce 0.53%,17.33,32.54
Viking Global Investors , 14 Aug 2024 ,ORIC , ,7.07,8.45
Viking Global Investors , 14 Aug 2024 ,RBRK ,Buy ,30.66,40.58
Viking Global Investors , 14 Aug 2024 ,EWTX ,Reduce 55.64%,18.01,34.04
Viking Global Investors , 14 Aug 2024 ,INBX ,Reduce 75.00%,14.17,16.00
Viking Global Investors , 14 Aug 2024 ,PEPG , ,15.96,7.63
Viking Global Investors , 14 Aug 2024 ,SNY ,Buy ,48.52,54.36
Viking Global Investors , 14 Aug 2024 ,TRVI , ,2.98,3.18
Viking Global Investors , 14 Aug 2024 ,RLYB , ,1.34,1.04
Valley Forge Capital Management , 14 Aug 2024 ,FICO ,Reduce 0.34%,1488.66,1996.88
Valley Forge Capital Management , 14 Aug 2024 ,SPGI , ,446.00,487.24
Valley Forge Capital Management , 14 Aug 2024 ,MA , ,441.16,508.21
Valley Forge Capital Management , 14 Aug 2024 ,MCO , ,420.93,462.14
Valley Forge Capital Management , 14 Aug 2024 ,INTU , ,657.21,612.09
Valley Forge Capital Management , 14 Aug 2024 ,V , ,262.47,284.19
Valley Forge Capital Management , 14 Aug 2024 ,ASML , ,1022.73,708.65
Valley Forge Capital Management , 14 Aug 2024 ,AZPN , ,198.63,239.92
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,TSM ,Reduce 2.76%,173.81,194.68
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,MSFT ,Add 4.68%,446.95,426.59
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,AMZN ,Reduce 1.01%,193.25,188.39
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,META ,Reduce 34.77%,504.22,578.16
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,PM , ,101.33,130.50
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,KKR ,Reduce 8.68%,105.24,140.75
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,ASML ,Add 19.00%,1022.73,708.65
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,INTU , ,657.21,612.09
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,VST ,Add 6.63%,85.98,127.78
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,SPOT , ,313.79,384.36
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,SQ ,Add 13.87%,64.49,74.48
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,UNH ,Buy ,509.26,565.24
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,APP ,Add 7.20%,83.22,166.19
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,LPLA , ,279.30,264.30
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,PTC ,Reduce 14.14%,181.67,185.25
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,MA ,Add 53.37%,441.16,508.21
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,BBWI ,Add 15.84%,39.05,29.45
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,BKNG ,Add 0.85%,3961.50,4347.59
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,MCK , ,584.04,508.95
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,CEG ,Add 83.22%,200.27,266.98
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,HWM ,Buy ,77.63,102.38
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,GEV ,Buy ,171.51,289.23
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,ARES ,Buy ,133.28,170.98
Stephen Mandel - Lone Pine Capital , 14 Aug 2024 ,AVDX ,Reduce 0.05%,12.06,8.41
ValueAct Capital  , 14 Aug 2024 ,CRM ,Add 12.28%,257.10,293.77
ValueAct Capital  , 14 Aug 2024 ,NSIT ,Reduce 9.97%,198.36,206.83
ValueAct Capital  , 14 Aug 2024 ,DIS ,Add 13.20%,99.29,96.20
ValueAct Capital  , 14 Aug 2024 ,EXPE , ,125.99,158.00
ValueAct Capital  , 14 Aug 2024 ,SPOT ,Reduce 17.55%,313.79,384.36
ValueAct Capital  , 14 Aug 2024 ,FI ,Reduce 69.81%,149.04,201.42
ValueAct Capital  , 14 Aug 2024 ,KKR ,Reduce 36.62%,105.24,140.75
ValueAct Capital  , 14 Aug 2024 ,RBLX , ,37.21,42.30
ValueAct Capital  , 14 Aug 2024 ,NYT ,Reduce 35.81%,51.21,55.46
ValueAct Capital  , 14 Aug 2024 ,FLUT ,Reduce 34.72%,144.65,226.00
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,BAC , ,39.77,42.62
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,GOOG , ,183.42,168.34
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,GOOGL , ,182.15,166.72
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,BRK.B , ,406.80,458.49
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,EWBC , ,73.23,98.84
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,AAPL , ,210.62,233.40
Li Lu - Himalaya Capital Management , 14 Aug 2024 ,OXY ,Buy ,63.03,50.63
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,EMN ,Add 0.16%,97.97,106.70
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,WFRD ,Reduce 17.23%,122.45,80.00
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,TEX ,Add 11.97%,54.84,55.46
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,APTV ,Buy ,70.42,70.40
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,WCC ,Reduce 16.42%,158.52,179.44
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,PTEN ,Add 29.88%,10.36,7.98
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,GT ,Reduce 4.05%,11.35,8.53
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,FLS ,Reduce 39.47%,48.10,52.94
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,GTLS ,Buy ,144.34,123.95
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,ASH ,Reduce 33.34%,94.48,85.55
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,HUN , ,22.77,22.63
Alex Roepers - Atlantic Investment Management , 14 Aug 2024 ,TKR ,Reduce 74.20%,80.13,85.91
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,BRK.B ,Add 2.27%,406.80,458.49
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,BRK.A ,Add 2.40%,612242.19,688354.00
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,MCY ,Add 0.05%,53.14,67.84
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,DG ,Add 5.01%,132.23,81.10
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,KGC ,Add 4.01%,8.32,10.44
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,NEM ,Add 7.29%,41.87,48.36
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,OLN ,Add 4.36%,47.15,41.71
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,SBUX ,Add 97.93%,77.85,98.02
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,PARA ,Add 13.83%,10.39,10.43
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,DINO ,Reduce 0.73%,53.34,42.88
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,ALK ,Add 6.85%,40.40,47.10
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,DIS ,Add 4.18%,99.29,96.20
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,CMI ,Add 0.32%,276.93,334.66
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,DLTR ,Add 6.30%,106.77,66.26
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,EQNR ,Add 4.52%,28.56,24.68
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,FIVE ,Buy ,108.97,91.10
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,XOM ,Reduce 2.84%,115.12,118.90
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,VLO ,Reduce 6.11%,156.76,132.26
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,MRK , ,123.80,104.23
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,TRV , ,203.32,252.37
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,NXPI ,Reduce 43.03%,269.06,249.70
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,COST ,Reduce 0.57%,849.88,890.96
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,SMHI ,Reduce 8.49%,13.49,8.57
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,AAPL ,Add 197.65%,210.59,233.40
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,NKE ,Add 191.08%,75.37,78.91
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,GE ,Reduce 21.81%,158.96,175.36
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,KO , ,63.63,66.67
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,AXP ,Reduce 12.54%,231.52,271.47
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,CVX , ,156.39,150.54
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,OVV , ,46.89,39.14
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,WAFD , ,28.59,34.70
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,GEV ,Buy ,171.58,289.23
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,PHYS ,Buy ,18.06,21.30
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,GEHC , ,77.93,85.93
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,SHEL , ,72.26,66.04
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,GOOGL ,Buy ,181.90,166.72
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,MCHP , ,91.40,77.20
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,PSX , ,141.30,128.89
Christopher Bloomstran - Semper Augustus , 14 Aug 2024 ,SYF ,Buy ,47.10,56.79
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,CPNG ,Reduce 46.08%,20.95,25.95
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,AMZN ,Add 15.20%,193.25,188.39
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,MSFT ,Add 226.39%,446.95,426.59
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,NVDA ,Reduce 2.86%,123.54,140.52
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,PM ,Add 6.61%,101.33,130.50
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,V ,Add 28.32%,262.47,284.19
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,NU ,Reduce 1.23%,12.89,15.48
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,JLL ,Reduce 10.59%,205.28,273.07
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,META ,Add 93.34%,504.22,578.16
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,GFL ,Add 22.13%,38.93,40.09
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,CPT ,Add 4.13%,109.11,118.70
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,NTRA ,Add 34.01%,108.29,120.71
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,STX ,Reduce 6.72%,103.27,101.32
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,SBUX ,Add 142.75%,77.85,98.02
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,SWX ,Reduce 10.30%,70.38,74.70
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,UBER ,Add 28.01%,72.68,77.69
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,DASH ,Add 36.51%,108.78,153.37
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,SWTX ,Add 36.25%,37.67,29.89
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,K ,Buy ,57.68,80.60
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,TSM ,Reduce 2.96%,173.81,194.68
Lee Ainslie - Maverick Capital , 14 Aug 2024 ,RCKT ,Add 1.03%,21.53,17.49
