Investor,Update,Ticker,Action,Purchased Price,Current Price
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,KMI , ,17.22,17.34
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,FE , ,38.88,38.66
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,HWM ,Reduce 6.00%,49.56,48.09
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,MAR ,Reduce 1.85%,183.69,203.47
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,WAB , ,109.67,117.47
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,ATVI , ,84.30,91.69
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,NFLX ,Reduce 14.38%,440.49,430.28
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,NTDOF , ,45.59,44.61
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,UBER ,Reduce 7.64%,43.17,46.90
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,HLBZF ,Reduce 19.23%,82.24,79.15
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,ICLR , ,250.20,251.48
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,028260.KS , ,80.48,
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,GPOR , ,105.07,102.65
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,DEI ,Add 1797.75%,12.57,14.26
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,DELL , ,54.11,52.89
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,NEXOF , ,19.18,18.78
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,0019.HK , ,7.68,
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,VNO , ,18.14,22.73
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,DLVHF , ,44.12,45.00
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,GMVHY , ,16.17,17.61
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,HLF , ,13.24,15.95
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,PCG , ,17.28,17.57
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,BABA , ,10.41,95.27
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,TKAYF , ,15.33,17.90
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,MCDIF , ,0.18,0.18
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,VTS ,Reduce 77.80%,22.40,23.38
Steven Romick - FPA Crescent Fund , 13 Jul 2023 ,SBNY , ,0.21,0.04
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,FN , ,129.88,121.88
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,IDCC , ,96.55,90.94
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SNX , ,94.00,99.50
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,AEL , ,52.11,53.52
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,RLI , ,136.47,135.49
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,DECK , ,527.67,541.09
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,VSH , ,29.40,27.53
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,MSM , ,95.28,100.67
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,IAC , ,62.80,68.12
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SFBS ,Add 14.73%,40.92,58.44
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,NJR , ,47.20,43.92
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,OSK , ,86.59,102.00
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,MTZ ,Reduce 32.20%,117.97,122.15
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,PVH , ,84.97,86.52
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,CSWI , ,166.19,181.25
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,HMN , ,29.66,28.65
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,ARW , ,143.23,141.32
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,UGI ,Add 14.12%,26.97,26.72
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,CNO , ,23.67,24.75
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,CSGS ,Add 6.24%,52.74,52.63
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,DAR , ,63.79,69.15
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SFM ,Add 26.96%,36.73,37.35
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,CNXC ,Add 13.85%,80.75,82.37
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SCHL , ,38.89,43.60
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SYNA ,Add 21.74%,85.38,88.16
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,MTG , ,15.79,16.92
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,SAIC , ,112.48,122.13
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,GGG , ,86.35,78.49
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,AX ,Add 100.64%,39.44,45.24
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,UNFI , ,19.55,20.68
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,THS , ,50.38,52.18
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,GIII , ,19.27,20.46
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,LTHM , ,27.43,23.56
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,GPK , ,24.03,23.31
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,MDU , ,20.94,22.24
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,ESGR ,Add 28.53%,244.24,254.26
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,UPBD , ,31.13,34.00
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,OMI , ,19.04,19.24
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,MATV , ,15.12,17.81
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,DCO , ,43.57,48.25
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,QRVO , ,102.02,106.14
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,LEVI ,Buy ,14.43,14.74
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,VSEC , ,54.68,53.54
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,KNF ,Buy ,43.50,44.21
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,LFUS , ,291.28,265.11
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,EQC , ,20.26,19.58
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,CCF , ,121.23,125.92
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,AGCO , ,131.41,131.75
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,UNF , ,155.02,165.90
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,FSTR , ,14.28,14.48
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,ENOV , ,64.10,62.83
FPA Queens Road Small Cap Value Fund , 13 Jul 2023 ,HNI ,Buy ,28.17,28.92
Greenhaven Associates , 13 Jul 2023 ,LEN ,Reduce 0.39%,125.31,125.23
Greenhaven Associates , 13 Jul 2023 ,GM ,Add 8.76%,38.56,37.44
Greenhaven Associates , 13 Jul 2023 ,GS ,Add 2.28%,322.54,351.32
Greenhaven Associates , 13 Jul 2023 ,JPM ,Add 1.44%,145.44,155.54
Greenhaven Associates , 13 Jul 2023 ,C ,Add 8.82%,46.04,46.37
Greenhaven Associates , 13 Jul 2023 ,PHM ,Add 2.57%,77.68,83.62
Greenhaven Associates , 13 Jul 2023 ,DHI ,Reduce 1.58%,121.69,125.63
Greenhaven Associates , 13 Jul 2023 ,TOL ,Add 3.57%,79.07,79.85
Greenhaven Associates , 13 Jul 2023 ,WRK ,Add 6.90%,29.07,32.65
Greenhaven Associates , 13 Jul 2023 ,WHR ,Reduce 0.70%,148.79,145.63
Greenhaven Associates , 13 Jul 2023 ,IP ,Add 43.34%,31.81,36.68
Greenhaven Associates , 13 Jul 2023 ,LEA ,Add 4.66%,143.55,152.10
Greenhaven Associates , 13 Jul 2023 ,ARW ,Add 122.93%,143.23,141.32
Greenhaven Associates , 13 Jul 2023 ,OSK ,Add 20.46%,86.59,102.00
Greenhaven Associates , 13 Jul 2023 ,AVT ,Add 15.36%,50.45,48.18
Greenhaven Associates , 13 Jul 2023 ,CRH ,Add 21.68%,55.73,58.80
Greenhaven Associates , 13 Jul 2023 ,MTH ,Add 0.05%,142.27,147.95
Greenhaven Associates , 13 Jul 2023 ,LEN.B ,Reduce 0.67%,112.98,113.81
Greenhaven Associates , 13 Jul 2023 ,TEX ,Buy ,59.83,63.86
Greenhaven Associates , 13 Jul 2023 ,BAC ,Reduce 0.40%,28.69,31.19
Greenhaven Associates , 13 Jul 2023 ,GIL ,Reduce 4.06%,32.24,30.68
Greenhaven Associates , 13 Jul 2023 ,ALV , ,85.05,100.64
Greenhaven Associates , 13 Jul 2023 ,A , ,120.28,127.87
Greenhaven Associates , 13 Jul 2023 ,SCHW , ,56.70,65.52
Greenhaven Associates , 13 Jul 2023 ,MS , ,85.40,89.28
Greenhaven Associates , 13 Jul 2023 ,UNP , ,204.72,230.53
Greenhaven Associates , 13 Jul 2023 ,BRK.B , ,340.66,351.87
Greenhaven Associates , 13 Jul 2023 ,FTI , ,16.65,17.98
Greenhaven Associates , 13 Jul 2023 ,MMM , ,100.08,108.99
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,BRK.B , ,341.00,351.87
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,AXP , ,174.20,166.82
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,RACE , ,326.73,313.45
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,MA , ,393.29,390.52
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,BAC , ,28.69,31.19
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,BRK.A , ,517800.00,532351.22
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,MU , ,63.11,68.25
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,MCO , ,347.70,343.49
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,SRG , ,8.92,9.21
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,BABA , ,83.35,95.27
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,DJCO , ,289.30,289.77
Guy Spier - Aquamarine Capital , 13 Jul 2023 ,GOOGL , ,119.69,128.41
Charlie Munger - Daily Journal Corp. , 06 Jul 2023 ,WFC , ,42.68,45.12
Charlie Munger - Daily Journal Corp. , 06 Jul 2023 ,BAC , ,28.69,31.19
Charlie Munger - Daily Journal Corp. , 06 Jul 2023 ,BABA , ,83.35,95.27
Charlie Munger - Daily Journal Corp. , 06 Jul 2023 ,USB , ,33.04,38.48
Meridian Contrarian Fund , 25 May 2023 ,CACI , ,296.28,354.03
Meridian Contrarian Fund , 25 May 2023 ,FCNCA ,Reduce 18.57%,973.11,1424.37
Meridian Contrarian Fund , 25 May 2023 ,VICI , ,32.62,31.35
Meridian Contrarian Fund , 25 May 2023 ,AMD ,Reduce 5.46%,98.01,109.35
Meridian Contrarian Fund , 25 May 2023 ,JNPR , ,34.42,28.29
Meridian Contrarian Fund , 25 May 2023 ,CARS , ,19.30,22.39
Meridian Contrarian Fund , 25 May 2023 ,PRGO ,Add 70.16%,35.87,36.37
Meridian Contrarian Fund , 25 May 2023 ,TAP , ,51.68,67.25
Meridian Contrarian Fund , 25 May 2023 ,ALEX ,Add 3.45%,18.91,19.28
Meridian Contrarian Fund , 25 May 2023 ,CCJ , ,26.17,33.12
Meridian Contrarian Fund , 25 May 2023 ,APTV ,Reduce 7.87%,112.19,106.57
Meridian Contrarian Fund , 25 May 2023 ,QDEL ,Add 42.72%,89.09,83.43
Meridian Contrarian Fund , 25 May 2023 ,TRMB , ,52.42,53.73
Meridian Contrarian Fund , 25 May 2023 ,BEPC ,Add 15.54%,34.95,28.65
Meridian Contrarian Fund , 25 May 2023 ,BOWL , ,16.95,11.88
Meridian Contrarian Fund , 25 May 2023 ,TTC , ,111.16,104.08
Meridian Contrarian Fund , 25 May 2023 ,CNHI , ,15.27,14.43
Meridian Contrarian Fund , 25 May 2023 ,DBRG , ,11.99,15.90
Meridian Contrarian Fund , 25 May 2023 ,AGR ,Reduce 23.05%,39.88,36.38
Meridian Contrarian Fund , 25 May 2023 ,ROG ,Add 20.00%,163.43,159.49
Meridian Contrarian Fund , 25 May 2023 ,SGH , ,17.24,26.57
Meridian Contrarian Fund , 25 May 2023 ,GFS ,Reduce 33.50%,72.18,60.35
Meridian Contrarian Fund , 25 May 2023 ,THC ,Add 21.80%,59.42,74.17
Meridian Contrarian Fund , 25 May 2023 ,ALE ,Add 29.46%,64.37,57.48
Meridian Contrarian Fund , 25 May 2023 ,APA ,Add 5.31%,36.06,38.98
Meridian Contrarian Fund , 25 May 2023 ,AXS ,Reduce 21.33%,54.52,56.29
Meridian Contrarian Fund , 25 May 2023 ,LEGN , ,48.22,74.96
Meridian Contrarian Fund , 25 May 2023 ,TCBI ,Add 253.85%,48.96,61.81
Meridian Contrarian Fund , 25 May 2023 ,AMBA ,Add 9.43%,77.42,77.04
Meridian Contrarian Fund , 25 May 2023 ,LANC ,Add 13.51%,202.88,194.69
Meridian Contrarian Fund , 25 May 2023 ,CRC , ,38.50,51.24
Meridian Contrarian Fund , 25 May 2023 ,SKX ,Add 8.13%,47.52,54.32
Meridian Contrarian Fund , 25 May 2023 ,PINS ,Reduce 16.71%,27.27,27.94
Meridian Contrarian Fund , 25 May 2023 ,CTOS , ,6.79,6.81
Meridian Contrarian Fund , 25 May 2023 ,OKTA , ,86.24,72.46
Meridian Contrarian Fund , 25 May 2023 ,PDFS , ,42.40,44.42
Meridian Contrarian Fund , 25 May 2023 ,HI ,Buy ,47.53,50.79
Meridian Contrarian Fund , 25 May 2023 ,FIBK ,Reduce 23.52%,29.86,28.68
Meridian Contrarian Fund , 25 May 2023 ,UHAL ,Reduce 34.36%,53.25,58.62
Meridian Contrarian Fund , 25 May 2023 ,ACVA , ,12.91,17.10
Meridian Contrarian Fund , 25 May 2023 ,HE ,Buy ,38.40,38.40
Meridian Contrarian Fund , 25 May 2023 ,CCK ,Buy ,82.72,90.82
Meridian Contrarian Fund , 25 May 2023 ,ACHC ,Reduce 32.79%,72.26,78.71
Meridian Contrarian Fund , 25 May 2023 ,EVRI ,Buy ,17.15,14.73
Meridian Contrarian Fund , 25 May 2023 ,DRVN , ,30.31,15.26
Meridian Contrarian Fund , 25 May 2023 ,ALGN ,Add 21.43%,334.12,368.03
Meridian Contrarian Fund , 25 May 2023 ,FNA , ,17.07,17.01
Meridian Contrarian Fund , 25 May 2023 ,NVDA , ,277.75,442.90
Meridian Contrarian Fund , 25 May 2023 ,AGS , ,7.15,6.73
Meridian Contrarian Fund , 25 May 2023 ,HNST , ,1.80,1.48
Meridian Contrarian Fund , 25 May 2023 ,UVE ,Buy ,18.22,14.92
Meridian Contrarian Fund , 25 May 2023 ,OLN , ,55.51,58.09
Meridian Contrarian Fund , 25 May 2023 ,YOU , ,26.17,24.04
Meridian Contrarian Fund , 25 May 2023 ,GOOS ,Buy ,19.25,17.15
Meridian Contrarian Fund , 25 May 2023 ,NVTS ,Buy ,7.31,9.96
Meridian Contrarian Fund , 25 May 2023 ,PL ,Add 49.71%,3.93,3.40
Meridian Contrarian Fund , 25 May 2023 ,SWTX , ,25.74,27.90
Meridian Contrarian Fund , 25 May 2023 ,CBRL ,Buy ,113.62,93.17
Meridian Contrarian Fund , 25 May 2023 ,LASR , ,10.18,13.50
Meridian Contrarian Fund , 25 May 2023 ,MU ,Reduce 71.51%,60.35,68.25
Meridian Contrarian Fund , 25 May 2023 ,RAMP ,Buy ,21.93,28.50
Meridian Contrarian Fund , 25 May 2023 ,AMSC ,Add 0.96%,4.91,11.43
Meridian Contrarian Fund , 25 May 2023 ,SGHT ,Reduce 20.94%,8.74,7.79
Meridian Contrarian Fund , 25 May 2023 ,HRTX ,Add 115.05%,1.51,1.54
Meridian Contrarian Fund , 25 May 2023 ,RVLP , ,1.14,0.44
Meridian Contrarian Fund , 25 May 2023 ,VWE ,Add 100.58%,1.07,0.98
Meridian Contrarian Fund , 25 May 2023 ,CRNC , ,28.10,26.39
Meridian Contrarian Fund , 25 May 2023 ,ALBO, ,2.16,44.15
Meridian Contrarian Fund , 25 May 2023 ,KLDIW , ,0.03,0.03
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,GOOGL ,Add 12.00%,103.73,128.41
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,ORCL , ,92.92,115.81
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,CRM ,Reduce 3.00%,199.78,220.54
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,FCNCA ,Add 32.77%,973.10,1424.37
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,CBRE ,Reduce 3.65%,72.81,83.55
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,LAD ,Add 12.16%,228.93,303.32
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,AMZN ,Add 21.23%,103.29,128.45
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,KKR ,Reduce 11.66%,52.52,58.97
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,ICE ,Add 21.61%,104.29,115.06
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,COF ,Add 2.69%,96.16,113.35
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,WFC ,Add 44.72%,37.38,45.12
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,WBD , ,15.10,12.51
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,ALLY ,Add 0.00%,25.49,29.17
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,EOG ,Add 26.39%,114.63,130.12
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,CHTR ,Reduce 0.02%,357.61,419.40
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,FI ,Add 0.02%,113.03,124.58
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,HCA ,Reduce 26.98%,263.68,269.16
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,SCHW ,Buy ,52.38,65.52
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,LBRDK , ,81.70,91.42
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,APA ,Add 28.55%,36.06,38.98
Bill Nygren - Oakmark Select Fund , 25 May 2023 ,FCNCB ,Add 11.17%,892.00,1283.01
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,BWA ,Reduce 3.68%,49.11,43.06
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,SNA ,Add 5.36%,246.86,273.39
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,GS , ,327.13,351.32
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,APA ,Add 3.02%,36.06,38.98
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,BOKF , ,84.41,90.57
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,LMT , ,472.72,448.57
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,ORCL , ,92.93,115.81
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,MOS ,Add 2.61%,45.88,40.86
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,NTRS , ,88.14,80.19
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,REZI ,Add 9.62%,18.28,18.36
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,GOLD , ,18.57,16.53
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,MSGS ,Add 22.94%,194.82,209.47
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,JNJ ,Add 10.12%,155.00,169.93
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,LH , ,229.45,215.06
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,MHK ,Add 6.96%,100.20,106.91
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,MSGE ,Buy ,59.07,33.60
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,FAF ,Add 25.70%,55.66,62.39
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,BAC ,Add 32.18%,28.61,31.19
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,BK , ,45.44,45.26
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,BYD , ,64.11,67.88
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,LAZ ,Reduce 22.35%,33.10,34.43
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,ZBRA ,Add 30.04%,318.09,241.21
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,WU ,Reduce 18.87%,11.15,11.97
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,GNRC ,Add 39.74%,108.04,115.93
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,ZIMV ,Add 26.29%,7.23,14.12
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,KKR , ,52.50,58.97
Charles Bobrinskoy - Ariel Focus Fund , 24 May 2023 ,ZBH ,Reduce 13.06%,129.26,128.40
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,GS ,Reduce 3.39%,327.11,351.32
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,NTRS ,Add 4.63%,88.13,80.19
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,LH ,Add 2.87%,229.42,215.06
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,BWA ,Reduce 6.63%,49.11,43.06
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,MSGE ,Buy ,59.07,33.60
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,MAT , ,18.41,21.26
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,IPG ,Reduce 8.83%,37.24,33.77
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,KMT ,Reduce 7.74%,27.58,28.86
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,AXTA ,Reduce 16.90%,30.29,29.50
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,AFL , ,64.52,76.21
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,KMX ,Add 6.38%,64.28,83.32
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,MSGS , ,194.85,209.47
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,BOKF ,Reduce 8.92%,84.41,90.57
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,SCHW ,Add 13.44%,52.38,65.52
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,NVT ,Reduce 11.53%,42.94,56.26
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,SWK , ,80.58,101.47
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,MANU ,Reduce 6.56%,22.15,20.42
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,CRL ,Add 23.28%,201.82,206.20
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,KKR , ,52.52,58.97
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,CLB ,Reduce 9.91%,22.05,26.02
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,LAZ ,Reduce 6.28%,33.11,34.43
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,ZBH , ,129.20,128.40
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,KN ,Reduce 14.71%,17.00,18.02
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,CBRE , ,72.81,83.55
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,NVST ,Add 16.71%,40.88,33.92
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,LFUS ,Reduce 3.73%,268.09,265.11
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,FAF , ,55.66,62.39
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,REZI ,Add 10.38%,18.28,18.36
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,SRCL , ,43.61,42.83
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,WBA ,Add 30.53%,34.58,30.70
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,GNTX ,Add 12.47%,28.03,33.73
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,GNRC ,Add 28.41%,108.01,115.93
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,KEYS , ,161.48,159.93
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,TAP ,Add 16.11%,51.68,67.25
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,MTN ,Add 14.64%,233.68,232.35
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,SJM ,Reduce 5.28%,157.37,151.76
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,SNA ,Reduce 25.81%,246.89,273.39
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,CAH ,Reduce 26.83%,75.50,93.13
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,NOV , ,18.51,20.07
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,ADT ,Add 23.78%,7.23,6.31
John Rogers - Ariel Appreciation Fund , 24 May 2023 ,JLL ,Buy ,145.49,165.61
Mason Hawkins - Longleaf Partners , 23 May 2023 ,MGM ,Reduce 16.61%,44.42,49.28
Mason Hawkins - Longleaf Partners , 23 May 2023 ,PVH , ,89.16,86.52
Mason Hawkins - Longleaf Partners , 23 May 2023 ,FDX ,Reduce 16.36%,228.49,265.49
Mason Hawkins - Longleaf Partners , 23 May 2023 ,WBD ,Reduce 17.48%,15.10,12.51
Mason Hawkins - Longleaf Partners , 23 May 2023 ,CNX ,Add 18.71%,16.02,20.12
Mason Hawkins - Longleaf Partners , 23 May 2023 ,MAT ,Reduce 4.91%,18.41,21.26
Mason Hawkins - Longleaf Partners , 23 May 2023 ,AMG , ,142.42,138.35
Mason Hawkins - Longleaf Partners , 23 May 2023 ,IAC , ,51.60,68.12
Mason Hawkins - Longleaf Partners , 23 May 2023 ,FRFHF ,Reduce 8.12%,665.06,800.00
Mason Hawkins - Longleaf Partners , 23 May 2023 ,H ,Reduce 20.55%,111.79,122.46
Mason Hawkins - Longleaf Partners , 23 May 2023 ,GE ,Reduce 33.90%,95.60,112.10
Mason Hawkins - Longleaf Partners , 23 May 2023 ,LBRDK , ,81.70,91.42
Mason Hawkins - Longleaf Partners , 23 May 2023 ,FI ,Reduce 28.92%,113.03,124.58
Mason Hawkins - Longleaf Partners , 23 May 2023 ,CNHI , ,15.29,14.43
Mason Hawkins - Longleaf Partners , 23 May 2023 ,K ,Buy ,66.96,66.72
Mason Hawkins - Longleaf Partners , 23 May 2023 ,GOOG ,Reduce 26.13%,104.00,128.72
Mason Hawkins - Longleaf Partners , 23 May 2023 ,WMG , ,33.37,30.94
Mason Hawkins - Longleaf Partners , 23 May 2023 ,FIS ,Buy ,54.33,59.68
Mason Hawkins - Longleaf Partners , 23 May 2023 ,FBIN ,Buy ,58.73,71.07
Mason Hawkins - Longleaf Partners , 23 May 2023 ,LUMN ,Reduce 17.33%,2.65,1.79
Mason Hawkins - Longleaf Partners , 23 May 2023 ,HAS ,Buy ,53.69,64.43
Mason Hawkins - Longleaf Partners , 23 May 2023 ,LYV ,Buy ,70.00,85.96
