ticker,total_activities,managers_holding,total_buy_impact,total_sell_impact,net_activity_score,avg_portfolio_impact,days_tracked,recent_activity_count,recent_net_activity,performance_category,period_start,period_end,top_3_managers
ORCL,82,17,0.0,0.0,0.0,1.9285365853658536,0,82,0.0,Neutral,2025-07-07,2025-07-07,FPA Crescent Fund; Sound Shore; Polen Capital Management
AMZN,219,30,0.0,0.0,0.0,2.2642922374429224,0,219,0.0,Neutral,2025-07-07,2025-07-07,AltaRock Partners; Polen Capital Management; Egerton Capital
HCA,37,7,0.0,0.0,0.0,2.9364864864864866,0,37,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Appaloosa Management; Oakmark Select Fund
SCHW,75,16,0.0,0.0,0.0,1.6739999999999997,0,75,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Triple Frond Partners; Wedgewood Partners
LAD,27,7,0.0,0.0,0.0,2.6018518518518516,0,27,0.0,Neutral,2025-07-07,2025-07-07,Conifer Management; Oakmark Select Fund; Abrams Capital Management
C,125,22,0.0,0.0,0.0,2.64064,0,125,0.0,Neutral,2025-07-07,2025-07-07,Pershing Square Capital Management; Chou Associates; Hancock Classic Value
NFLX,70,14,0.0,0.0,0.0,2.516714285714286,0,70,0.0,Neutral,2025-07-07,2025-07-07,Greenlea Lane Capital; Polen Capital Management; Icahn Capital Management
ALSN,9,2,0.0,0.0,0.0,2.4811111111111113,0,9,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; ValueAct Capital
META,288,36,0.0,0.0,0.0,2.71125,0,288,0.0,Neutral,2025-07-07,2025-07-07,Appaloosa Management; Wedgewood Partners; ValueAct Capital
BAC,116,24,0.0,0.0,0.0,3.0493103448275853,0,116,0.0,Neutral,2025-07-07,2025-07-07,Himalaya Capital Management; Fairholme Capital; Pabrai Investments
GE,111,16,0.0,0.0,0.0,1.832162162162162,0,111,0.0,Neutral,2025-07-07,2025-07-07,TCI Fund Management; Trian Fund Management; Hillman Value Fund
BKNG,96,20,0.0,0.0,0.0,2.219375,0,96,0.0,Neutral,2025-07-07,2025-07-07,Wedgewood Partners; Dorsey Asset Management; Lone Pine Capital
STZ,7,3,0.0,0.0,0.0,3.0228571428571422,0,7,0.0,Neutral,2025-07-07,2025-07-07,Lone Pine Capital; Hillman Value Fund; Oakmark Select Fund
REGN,12,3,0.0,0.0,0.0,2.4333333333333336,0,12,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Longleaf Partners; Dodge & Cox
HUM,32,11,0.0,0.0,0.0,1.8934375,0,32,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors; Hancock Classic Value; Dodge & Cox
HLT,37,7,0.0,0.0,0.0,2.9648648648648646,0,37,0.0,Neutral,2025-07-07,2025-07-07,ShawSpring Partners; Hancock Classic Value; Oakmark Select Fund
CIT,14,4,0.0,0.0,0.0,1.8785714285714286,0,14,0.0,Neutral,2025-07-07,2025-07-07,Fairholme Capital; FPA Crescent Fund; Egerton Capital
MGM,21,4,0.0,0.0,0.0,3.120952380952381,0,21,0.0,Neutral,2025-07-07,2025-07-07,Davis Advisors; Longleaf Partners; Oakmark Select Fund
TEL,16,5,0.0,0.0,0.0,1.421875,0,16,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; FPA Crescent Fund; Third Point
QVCGA,35,5,0.0,0.0,0.0,2.5734285714285714,0,35,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Longleaf Partners; Oakmark Select Fund
MA,129,18,0.0,0.0,0.0,1.916511627906977,0,129,0.0,Neutral,2025-07-07,2025-07-07,Valley Forge Capital Management; Sequoia Fund; Lone Pine Capital
CXO,4,2,0.0,0.0,0.0,1.6724999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Dodge & Cox
STLA,40,7,0.0,0.0,0.0,7.399499999999999,0,40,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Conifer Management; Aquamarine Capital
AAL,6,3,0.0,0.0,0.0,1.7449999999999999,0,6,0.0,Neutral,2025-07-07,2025-07-07,Berkshire Hathaway; Oakmark Select Fund; Viking Global Investors
GOOG,224,32,0.0,0.0,0.0,2.5235267857142856,0,224,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Himalaya Capital Management; Dorsey Asset Management
APC,2,1,0.0,0.0,0.0,2.38,0,2,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
WFRD,27,5,0.0,0.0,0.0,2.1455555555555557,0,27,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Oaktree Capital Management; Oakmark Select Fund
ADNT,13,3,0.0,0.0,0.0,1.5015384615384615,0,13,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Greenhaven Associates; Greenlight Capital
EXE,57,11,0.0,0.0,0.0,2.79578947368421,0,57,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Oaktree Capital Management; Oakmark Select Fund
HOG,2,1,0.0,0.0,0.0,4.19,0,2,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
FNF,19,7,0.0,0.0,0.0,5.182105263157895,0,19,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; ValueAct Capital; Oakcliff Capital
JPM,109,20,0.0,0.0,0.0,1.9173394495412843,0,109,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Hillman Value Fund; Brave Warrior Advisors
INTC,64,15,0.0,0.0,0.0,1.63515625,0,64,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Hillman Value Fund; Hancock Classic Value
LNKD,2,1,0.0,0.0,0.0,6.0,0,2,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
CPN,6,1,0.0,0.0,0.0,2.0383333333333336,0,6,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
MON-OLD,13,4,0.0,0.0,0.0,2.0276923076923077,0,13,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Greenlight Capital; Berkshire Hathaway
BEN,26,6,0.0,0.0,0.0,2.2526923076923078,0,26,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Ariel Appreciation Fund; Hancock Classic Value
MDT,20,5,0.0,0.0,0.0,1.473,0,20,0.0,Neutral,2025-07-07,2025-07-07,Mairs & Power Growth Fund; Hillman Value Fund; Oakmark Select Fund
FDX,60,14,0.0,0.0,0.0,2.151333333333333,0,60,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Greenhaven Associates; Hillman Value Fund
TRW,5,1,0.0,0.0,0.0,2.7840000000000003,0,5,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
DTV,50,9,0.0,0.0,0.0,2.7792000000000003,0,50,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Aquamarine Capital; Akre Capital Management
CMCSA,63,16,0.0,0.0,0.0,2.590952380952381,0,63,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Lone Pine Capital; Oakmark Select Fund
KMT,23,5,0.0,0.0,0.0,2.012173913043479,0,23,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Ariel Appreciation Fund; Appaloosa Management
CVE,24,5,0.0,0.0,0.0,1.9025,0,24,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Egerton Capital; Third Point
FRX-OLD,7,3,0.0,0.0,0.0,4.724285714285714,0,7,0.0,Neutral,2025-07-07,2025-07-07,Icahn Capital Management; Oakmark Select Fund; Fairholme Capital
NFX,11,2,0.0,0.0,0.0,1.4699999999999998,0,11,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; FPA Queens Road Small Cap Value Fund
TXN,22,7,0.0,0.0,0.0,1.8127272727272727,0,22,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Weitz Large Cap Equity Fund; Jensen Investment Management
DELL-OLD,29,9,0.0,0.0,0.0,3.4658620689655177,0,29,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings; Chou Associates; Icahn Capital Management
BMC,4,2,0.0,0.0,0.0,3.8275000000000006,0,4,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Abrams Capital Management
EBAY,66,12,0.0,0.0,0.0,2.8204545454545453,0,66,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Dorsey Asset Management; Lindsell Train
TWX,18,5,0.0,0.0,0.0,4.625555555555556,0,18,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Abrams Capital Management; Greenlight Capital
HRB,11,3,0.0,0.0,0.0,2.0472727272727274,0,11,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Miller Value Partners; Fairfax Financial Holdings
BMY,49,14,0.0,0.0,0.0,2.754897959183673,0,49,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Oakmark Select Fund; Baupost Group
BBY,11,3,0.0,0.0,0.0,2.1727272727272724,0,11,0.0,Neutral,2025-07-07,2025-07-07,Mairs & Power Growth Fund; Oakmark Select Fund; Hillman Value Fund
WU,45,6,0.0,0.0,0.0,2.2213333333333334,0,45,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Oakmark Select Fund; Hillman Value Fund
YUM,24,5,0.0,0.0,0.0,3.43375,0,24,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Longleaf Partners; Pershing Square Capital Management
LMDIA,11,3,0.0,0.0,0.0,3.9281818181818178,0,11,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Weitz Large Cap Equity Fund; Oakmark Select Fund
SGP,6,2,0.0,0.0,0.0,3.311666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Bill & Melinda Gates Foundation Trust
VIAB,12,3,0.0,0.0,0.0,1.3941666666666668,0,12,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Ariel Appreciation Fund; Ariel Focus Fund
MCD,25,7,0.0,0.0,0.0,4.5176,0,25,0.0,Neutral,2025-07-07,2025-07-07,Pershing Square Capital Management; Oakmark Select Fund; Longleaf Partners
LTD,3,1,0.0,0.0,0.0,2.1199999999999997,0,3,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
XRX,4,2,0.0,0.0,0.0,2.9850000000000003,0,4,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Icahn Capital Management
MS,46,8,0.0,0.0,0.0,2.7284782608695655,0,46,0.0,Neutral,2025-07-07,2025-07-07,ValueAct Capital; Greenhaven Associates; Ariel Focus Fund
DISCA-OLD,17,6,0.0,0.0,0.0,3.1094117647058823,0,17,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund; Akre Capital Management; Scion Asset Management
WM-OLD,4,1,0.0,0.0,0.0,2.09,0,4,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
HD,16,6,0.0,0.0,0.0,2.089375,0,16,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Tweedy Browne Value Fund; Oakmark Select Fund
IMS,1,1,0.0,0.0,0.0,4.59,0,1,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
DNB,2,1,0.0,0.0,0.0,1.645,0,2,0.0,Neutral,2025-07-07,2025-07-07,Oakmark Select Fund
PVH,31,7,0.0,0.0,0.0,1.4122580645161293,0,31,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Sound Shore; Leon Cooperman
BIO,14,4,0.0,0.0,0.0,1.18,0,14,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Ariel Focus Fund; Ariel Appreciation Fund
CNX,24,2,0.0,0.0,0.0,1.6425,0,24,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Longleaf Partners
EXXRF,2,1,0.0,0.0,0.0,3.29,0,2,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
MAT,24,5,0.0,0.0,0.0,1.5479166666666666,0,24,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Ariel Appreciation Fund; Longleaf Partners
AMG,10,2,0.0,0.0,0.0,1.741,0,10,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Longleaf Partners
RTX,36,9,0.0,0.0,0.0,2.4625000000000004,0,36,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Third Point; FPA Crescent Fund
ACI,2,1,0.0,0.0,0.0,3.3600000000000003,0,2,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
IAC,44,6,0.0,0.0,0.0,3.98590909090909,0,44,0.0,Neutral,2025-07-07,2025-07-07,ShawSpring Partners; Longleaf Partners; Patient Capital Management
DINO,7,3,0.0,0.0,0.0,3.1057142857142854,0,7,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Semper Augustus; Scion Asset Management
KHC,29,9,0.0,0.0,0.0,2.314137931034483,0,29,0.0,Neutral,2025-07-07,2025-07-07,Berkshire Hathaway; Wedgewood Partners; Fairfax Financial Holdings
PYPL,89,17,0.0,0.0,0.0,2.053370786516854,0,89,0.0,Neutral,2025-07-07,2025-07-07,Dorsey Asset Management; Wedgewood Partners; Lindsell Train
LYV,24,7,0.0,0.0,0.0,1.8295833333333336,0,24,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Longleaf Partners; ValueAct Capital
WMG,10,2,0.0,0.0,0.0,1.7309999999999999,0,10,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; AKO Capital
K,19,4,0.0,0.0,0.0,2.1578947368421053,0,19,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Maverick Capital; Longleaf Partners
FIS,39,10,0.0,0.0,0.0,1.9412820512820514,0,39,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Longleaf Partners; Sound Shore
H,12,2,0.0,0.0,0.0,1.9991666666666668,0,12,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Pershing Square Capital Management
FRFHF,18,2,0.0,0.0,0.0,2.5094444444444446,0,18,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Longleaf Partners
FBIN,11,3,0.0,0.0,0.0,2.186363636363637,0,11,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital; Longleaf Partners; Pershing Square Capital Management
HAS,3,2,0.0,0.0,0.0,1.3266666666666669,0,3,0.0,Neutral,2025-07-07,2025-07-07,Markel Group; Longleaf Partners
LUMN,12,3,0.0,0.0,0.0,3.315000000000001,0,12,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Scion Asset Management; Fairfax Financial Holdings
SWK,37,7,0.0,0.0,0.0,1.2272972972972973,0,37,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Ariel Appreciation Fund; Ariel Focus Fund
DEI,5,2,0.0,0.0,0.0,2.056,0,5,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; FPA Crescent Fund
CKHUY,14,2,0.0,0.0,0.0,1.912857142857143,0,14,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Tweedy Browne Value Fund
HCMLF,15,2,0.0,0.0,0.0,1.5953333333333333,0,15,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; FPA Crescent Fund
BIIB,20,6,0.0,0.0,0.0,1.932,0,20,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Patient Capital Management; Scion Asset Management
WMB,9,3,0.0,0.0,0.0,2.0177777777777783,0,9,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Fairholme Capital; Appaloosa Management
DD,35,8,0.0,0.0,0.0,2.0065714285714287,0,35,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Leon Cooperman; Longleaf Partners
CARR,5,3,0.0,0.0,0.0,2.63,0,5,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Olstein Capital Management; Longleaf Partners
PK,6,1,0.0,0.0,0.0,2.266666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
CHKGF,6,1,0.0,0.0,0.0,2.4383333333333335,0,6,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
WYNN,23,4,0.0,0.0,0.0,2.328695652173913,0,23,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Egerton Capital; Lone Pine Capital
AGN,40,8,0.0,0.0,0.0,5.1505,0,40,0.0,Neutral,2025-07-07,2025-07-07,Appaloosa Management; Baupost Group; Longleaf Partners
CNR,26,3,0.0,0.0,0.0,4.816538461538462,0,26,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Greenlight Capital; Longleaf Partners
LVLT,16,2,0.0,0.0,0.0,16.31,0,16,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings; Longleaf Partners
TROW,10,4,0.0,0.0,0.0,1.7380000000000002,0,10,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Torray Funds; Ariel Appreciation Fund
SNI,6,1,0.0,0.0,0.0,2.7383333333333333,0,6,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
RL,16,3,0.0,0.0,0.0,4.275625,0,16,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Yacktman Asset Management; Longleaf Partners
DD-OLD,19,3,0.0,0.0,0.0,2.3842105263157896,0,19,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Trian Fund Management; Longleaf Partners
PHGFF,15,1,0.0,0.0,0.0,1.644,0,15,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
AON,52,7,0.0,0.0,0.0,2.4078846153846154,0,52,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Weitz Large Cap Equity Fund; Sound Shore
L,6,1,0.0,0.0,0.0,3.1316666666666664,0,6,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
VIVEF,10,2,0.0,0.0,0.0,2.717,0,10,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Sequoia Fund
MUR,8,2,0.0,0.0,0.0,1.65625,0,8,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Longleaf Partners
LFGEF,2,1,0.0,0.0,0.0,1.77,0,2,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
BK,45,10,0.0,0.0,0.0,1.6515555555555557,0,45,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; Ariel Focus Fund; Davis Advisors
PHG,2,1,0.0,0.0,0.0,0.95,0,2,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
MDLZ,71,9,0.0,0.0,0.0,3.145915492957747,0,71,0.0,Neutral,2025-07-07,2025-07-07,Lindsell Train; Trian Fund Management; Berkshire Hathaway
ABT,21,7,0.0,0.0,0.0,1.5947619047619048,0,21,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Bill & Melinda Gates Foundation Trust; Jensen Investment Management
TRV,10,3,0.0,0.0,0.0,1.638,0,10,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Markel Group; Viking Global Investors
BRK.B,204,23,0.0,0.0,0.0,3.3459313725490194,0,204,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Wedgewood Partners; Bill & Melinda Gates Foundation Trust
VMC,26,4,0.0,0.0,0.0,1.2623076923076924,0,26,0.0,Neutral,2025-07-07,2025-07-07,Egerton Capital; Longleaf Partners; Weitz Large Cap Equity Fund
DIS,98,22,0.0,0.0,0.0,3.0706122448979594,0,98,0.0,Neutral,2025-07-07,2025-07-07,Trian Fund Management; ValueAct Capital; Scion Asset Management
IHG,9,1,0.0,0.0,0.0,2.1244444444444444,0,9,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
CX,8,2,0.0,0.0,0.0,1.2475,0,8,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Oaktree Capital Management
WTW,37,9,0.0,0.0,0.0,1.9864864864864864,0,37,0.0,Neutral,2025-07-07,2025-07-07,ValueAct Capital; Cantillon Capital Management; Ariel Appreciation Fund
ANK,4,1,0.0,0.0,0.0,5.81,0,4,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
NWSA,12,5,0.0,0.0,0.0,1.6316666666666666,0,12,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Weitz Large Cap Equity Fund; Yacktman Asset Management
CPB,9,2,0.0,0.0,0.0,2.6033333333333335,0,9,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Longleaf Partners
LMT,19,6,0.0,0.0,0.0,3.941052631578947,0,19,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Ariel Focus Fund; Yacktman Asset Management
PXD-OLD,28,5,0.0,0.0,0.0,1.9142857142857141,0,28,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Baupost Group; Leon Cooperman
VZ,35,8,0.0,0.0,0.0,2.1677142857142857,0,35,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Miller Value Partners; Matrix Asset Advisors
NPPKF,1,1,0.0,0.0,0.0,5.62,0,1,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
MAR,17,5,0.0,0.0,0.0,1.7288235294117649,0,17,0.0,Neutral,2025-07-07,2025-07-07,AKO Capital; Fundsmith; Markel Group
BRK.A,64,11,0.0,0.0,0.0,4.35671875,0,64,0.0,Neutral,2025-07-07,2025-07-07,Punch Card Management; Sequoia Fund; Chou Associates
JAVA,5,1,0.0,0.0,0.0,5.576,0,5,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners
WBA,26,7,0.0,0.0,0.0,1.7053846153846155,0,26,0.0,Neutral,2025-07-07,2025-07-07,Ariel Focus Fund; Sequoia Fund; Longleaf Partners
UBS,19,8,0.0,0.0,0.0,1.8926315789473689,0,19,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Hancock Classic Value; Causeway Capital Management
GEN,7,4,0.0,0.0,0.0,1.3257142857142856,0,7,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Appaloosa Management; Baupost Group
GM,50,17,0.0,0.0,0.0,3.6744,0,50,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Greenhaven Associates; Miller Value Partners
FWONA,8,2,0.0,0.0,0.0,2.2312499999999997,0,8,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Longleaf Partners
S-OLD,5,3,0.0,0.0,0.0,1.5139999999999998,0,5,0.0,Neutral,2025-07-07,2025-07-07,Longleaf Partners; Chou Associates; Appaloosa Management
ASHTF,5,3,0.0,0.0,0.0,1.266,0,5,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Gardner Russo & Quinn; Dodge & Cox
ELV,57,13,0.0,0.0,0.0,2.2003508771929825,0,57,0.0,Neutral,2025-07-07,2025-07-07,Brave Warrior Advisors; Weitz Large Cap Equity Fund; Leon Cooperman
ERFSF,8,2,0.0,0.0,0.0,1.6199999999999999,0,8,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; FPA Crescent Fund
UMGNF,4,1,0.0,0.0,0.0,1.57,0,4,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund
ICLR,2,2,0.0,0.0,0.0,2.62,0,2,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Baupost Group
RYCEF,8,1,0.0,0.0,0.0,1.5350000000000001,0,8,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund
UNH,100,20,0.0,0.0,0.0,1.6766999999999999,0,100,0.0,Neutral,2025-07-07,2025-07-07,Lone Pine Capital; Egerton Capital; Weitz Large Cap Equity Fund
SAP,3,1,0.0,0.0,0.0,2.0366666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund
TSM,54,14,0.0,0.0,0.0,1.6061111111111113,0,54,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Wedgewood Partners; Third Point
J,12,3,0.0,0.0,0.0,1.1591666666666667,0,12,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Third Point; Baupost Group
KMX,63,13,0.0,0.0,0.0,1.4541269841269844,0,63,0.0,Neutral,2025-07-07,2025-07-07,Oakcliff Capital; Makaira Partners; Markel Group
AMTM,1,1,0.0,0.0,0.0,0.9,0,1,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund
CNSWF,9,2,0.0,0.0,0.0,1.2666666666666666,0,9,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Weitz Large Cap Equity Fund
FWONK,8,3,0.0,0.0,0.0,2.3049999999999997,0,8,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Tiger Global Management; Weitz Large Cap Equity Fund
W,14,3,0.0,0.0,0.0,2.1585714285714284,0,14,0.0,Neutral,2025-07-07,2025-07-07,Greenlea Lane Capital; Sequoia Fund; Maverick Capital
PROSF,9,2,0.0,0.0,0.0,1.6544444444444446,0,9,0.0,Neutral,2025-07-07,2025-07-07,FPA Crescent Fund; Sequoia Fund
CACC,27,5,0.0,0.0,0.0,2.684814814814815,0,27,0.0,Neutral,2025-07-07,2025-07-07,CAS Investment Partners; RV Capital GmbH; Brave Warrior Advisors
ANET,9,3,0.0,0.0,0.0,1.5,0,9,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund; Appaloosa Management; Viking Global Investors
ACOPF,2,1,0.0,0.0,0.0,1.835,0,2,0.0,Neutral,2025-07-07,2025-07-07,Sequoia Fund
