ticker,total_activities,managers_holding,total_buy_impact,total_sell_impact,net_activity_score,avg_portfolio_impact,days_tracked,recent_activity_count,recent_net_activity,performance_category,period_start,period_end,top_3_managers
PCGU,3,1,0.0,0.0,0.0,0.8433333333333334,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point
HZNP,4,2,0.0,0.0,0.0,1.6950000000000003,0,4,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Third Point
CL,11,3,0.0,0.0,0.0,3.9600000000000004,0,11,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Fundsmith; Hillman Value Fund
NATI-OLD,2,1,0.0,0.0,0.0,1.72,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
TECK,20,4,0.0,0.0,0.0,2.0050000000000003,0,20,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Egerton Capital; Greenlight Capital
S,9,2,0.0,0.0,0.0,2.0744444444444445,0,9,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Tiger Global Management
OVV,17,4,0.0,0.0,0.0,4.296470588235294,0,17,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Patient Capital Management; Third Point
JWSMF ,1,1,0.0,0.0,0.0,0.68,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
VTYX,3,1,0.0,0.0,0.0,0.9833333333333334,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point
RRC,10,2,0.0,0.0,0.0,1.629,0,10,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Third Point
CANOQ-OLD,3,1,0.0,0.0,0.0,0.9766666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point
CRK,4,2,0.0,0.0,0.0,1.51,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Third Point
PRM,2,1,0.0,0.0,0.0,0.735,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
AVAN-OLD,1,1,0.0,0.0,0.0,0.55,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
LFG-OLD,3,2,0.0,0.0,0.0,0.9100000000000001,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Baupost Group
GOAC,1,1,0.0,0.0,0.0,0.71,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
MCG-OLD,1,1,0.0,0.0,0.0,0.53,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
AVTR,18,6,0.0,0.0,0.0,1.3738888888888887,0,18,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Third Point; Olstein Capital Management
ZEN-OLD,4,2,0.0,0.0,0.0,1.3375000000000001,0,4,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Tiger Global Management
AA,11,5,0.0,0.0,0.0,2.3,0,11,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; FPA Crescent Fund; Egerton Capital
RIVN,3,1,0.0,0.0,0.0,1.83,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point
CTLT-OLD,4,2,0.0,0.0,0.0,1.1724999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Mairs & Power Growth Fund
SU,5,2,0.0,0.0,0.0,1.038,0,5,0.0,Neutral,2025-07-07,2025-07-07,Berkshire Hathaway; Third Point
UPST,4,1,0.0,0.0,0.0,4.705,0,4,0.0,Neutral,2025-07-07,2025-07-07,Third Point
BURL,2,1,0.0,0.0,0.0,1.785,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
AES,3,3,0.0,0.0,0.0,1.3833333333333335,0,3,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Third Point; ValueAct Capital
CF,8,4,0.0,0.0,0.0,1.8125,0,8,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Sound Shore; Third Point
EDR-OLD,4,2,0.0,0.0,0.0,1.385,0,4,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Cantillon Capital Management
EL,23,5,0.0,0.0,0.0,3.9169565217391304,0,23,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Fundsmith; Hillman Value Fund
BKI-OLD,7,3,0.0,0.0,0.0,7.061428571428571,0,7,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Greenlight Capital; Scion Asset Management
DIDIY,2,1,0.0,0.0,0.0,0.81,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
SOFI,9,3,0.0,0.0,0.0,1.6111111111111112,0,9,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Miller Value Partners; Third Point
IAA-OLD,1,1,0.0,0.0,0.0,3.23,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
RACE,16,4,0.0,0.0,0.0,5.0625,0,16,0.0,Neutral,2025-07-07,2025-07-07,Pabrai Investments; Aquamarine Capital; AKO Capital
Z,3,2,0.0,0.0,0.0,0.9466666666666667,0,3,0.0,Neutral,2025-07-07,2025-07-07,Tiger Global Management; Third Point
ETRN-OLD,3,2,0.0,0.0,0.0,1.6499999999999997,0,3,0.0,Neutral,2025-07-07,2025-07-07,Third Point; Sound Shore
NKE,43,12,0.0,0.0,0.0,2.1523255813953486,0,43,0.0,Neutral,2025-07-07,2025-07-07,Fundsmith; Third Point; Pershing Square Capital Management
IPOCU,2,1,0.0,0.0,0.0,0.61,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
BFT,2,1,0.0,0.0,0.0,0.58,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
LOGC,1,1,0.0,0.0,0.0,0.52,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
BFT.U,2,1,0.0,0.0,0.0,0.51,0,2,0.0,Neutral,2025-07-07,2025-07-07,Third Point
FPAC-OLD,1,1,0.0,0.0,0.0,2.21,0,1,0.0,Neutral,2025-07-07,2025-07-07,Third Point
WM,4,2,0.0,0.0,0.0,3.015,0,4,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust; Jensen Investment Management
CNI,28,4,0.0,0.0,0.0,2.7471428571428573,0,28,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; TCI Fund Management; Bill & Melinda Gates Foundation Trust
WCN,1,1,0.0,0.0,0.0,0.85,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
SAFM-OLD,1,1,0.0,0.0,0.0,0.64,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
CCI,2,2,0.0,0.0,0.0,1.77,0,2,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust; Torray Funds
KSU,2,1,0.0,0.0,0.0,2.56,0,2,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
SDGR,2,1,0.0,0.0,0.0,1.22,0,2,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
BP,19,7,0.0,0.0,0.0,1.6815789473684213,0,19,0.0,Neutral,2025-07-07,2025-07-07,Hancock Classic Value; Sound Shore; Kahn Brothers Group
KO,11,3,0.0,0.0,0.0,1.6499999999999995,0,11,0.0,Neutral,2025-07-07,2025-07-07,Matrix Asset Advisors; Yacktman Asset Management; Bill & Melinda Gates Foundation Trust
APD,11,4,0.0,0.0,0.0,6.315454545454544,0,11,0.0,Neutral,2025-07-07,2025-07-07,Pershing Square Capital Management; Dodge & Cox; Matrix Asset Advisors
COST,3,3,0.0,0.0,0.0,1.97,0,3,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust; Semper Augustus; Berkshire Hathaway
ECL,10,3,0.0,0.0,0.0,0.6829999999999999,0,10,0.0,Neutral,2025-07-07,2025-07-07,Mairs & Power Growth Fund; Bill & Melinda Gates Foundation Trust; Cantillon Capital Management
TSCO,19,3,0.0,0.0,0.0,1.2489473684210526,0,19,0.0,Neutral,2025-07-07,2025-07-07,Wedgewood Partners; Bill & Melinda Gates Foundation Trust; Egerton Capital
MTB,3,2,0.0,0.0,0.0,1.6966666666666665,0,3,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust; Giverny Capital
XTO,4,3,0.0,0.0,0.0,2.4724999999999997,0,4,0.0,Neutral,2025-07-07,2025-07-07,Weitz Large Cap Equity Fund; Bill & Melinda Gates Foundation Trust; Fairholme Capital
MRK,36,8,0.0,0.0,0.0,3.3344444444444448,0,36,0.0,Neutral,2025-07-07,2025-07-07,Kahn Brothers Group; Sound Shore; Matrix Asset Advisors
WYE,1,1,0.0,0.0,0.0,1.98,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
PFE,51,13,0.0,0.0,0.0,2.2405882352941173,0,51,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Hillman Value Fund; Tweedy Browne Value Fund
ADM,1,1,0.0,0.0,0.0,0.8,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
GAS,1,1,0.0,0.0,0.0,0.87,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
DDAIF,1,1,0.0,0.0,0.0,0.77,0,1,0.0,Neutral,2025-07-07,2025-07-07,Bill & Melinda Gates Foundation Trust
COV-OLD,5,2,0.0,0.0,0.0,6.378,0,5,0.0,Neutral,2025-07-07,2025-07-07,Abrams Capital Management; Bill & Melinda Gates Foundation Trust
VLO,5,1,0.0,0.0,0.0,1.7920000000000003,0,5,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
EQNR,1,1,0.0,0.0,0.0,0.89,0,1,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
MCY,8,1,0.0,0.0,0.0,3.97375,0,8,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
FIVE,4,2,0.0,0.0,0.0,1.4474999999999998,0,4,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital; Semper Augustus
NXPI,17,3,0.0,0.0,0.0,1.133529411764706,0,17,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus; Sound Shore; FPA Crescent Fund
HXL,1,1,0.0,0.0,0.0,1.17,0,1,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
KGC,5,1,0.0,0.0,0.0,0.7140000000000001,0,5,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
Y-OLD,12,3,0.0,0.0,0.0,2.1233333333333335,0,12,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; FPA Crescent Fund; Semper Augustus
ALK,8,2,0.0,0.0,0.0,0.9924999999999999,0,8,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus; Atlantic Investment Management
GPC,5,3,0.0,0.0,0.0,1.488,0,5,0.0,Neutral,2025-07-07,2025-07-07,Torray Funds; Semper Augustus; Baupost Group
PSQ,2,1,0.0,0.0,0.0,0.57,0,2,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
SWKS,8,3,0.0,0.0,0.0,1.78625,0,8,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus; Hancock Classic Value; Baupost Group
AVX,3,1,0.0,0.0,0.0,1.13,0,3,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
GG,1,1,0.0,0.0,0.0,2.58,0,1,0.0,Neutral,2025-07-07,2025-07-07,Semper Augustus
USG,12,5,0.0,0.0,0.0,2.3483333333333336,0,12,0.0,Neutral,2025-07-07,2025-07-07,Fairfax Financial Holdings; Semper Augustus; Weitz Large Cap Equity Fund
SNY,14,4,0.0,0.0,0.0,1.8021428571428573,0,14,0.0,Neutral,2025-07-07,2025-07-07,Chou Associates; Semper Augustus; Tweedy Browne Value Fund
SWBI,3,1,0.0,0.0,0.0,1.2766666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Punch Card Management
WGO,6,1,0.0,0.0,0.0,12.663333333333334,0,6,0.0,Neutral,2025-07-07,2025-07-07,Punch Card Management
SGOV,2,1,0.0,0.0,0.0,8.64,0,2,0.0,Neutral,2025-07-07,2025-07-07,Punch Card Management
NVR,6,3,0.0,0.0,0.0,1.6383333333333334,0,6,0.0,Neutral,2025-07-07,2025-07-07,Giverny Capital; Egerton Capital; Punch Card Management
BRKR,4,1,0.0,0.0,0.0,4.779999999999999,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
MAGN,2,1,0.0,0.0,0.0,4.69,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
OSCR,2,1,0.0,0.0,0.0,3.47,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
ACIC,4,1,0.0,0.0,0.0,1.8775,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
FOUR,8,2,0.0,0.0,0.0,7.178750000000001,0,8,0.0,Neutral,2025-07-07,2025-07-07,ShawSpring Partners; Scion Asset Management
OLPX,2,1,0.0,0.0,0.0,2.875,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
REAL,9,3,0.0,0.0,0.0,1.921111111111111,0,9,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Miller Value Partners; Patient Capital Management
HPP,5,1,0.0,0.0,0.0,6.052,0,5,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
BCAB,2,1,0.0,0.0,0.0,1.66,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
PHYS,2,1,0.0,0.0,0.0,7.37,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
VTLE,5,1,0.0,0.0,0.0,4.522,0,5,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SB,3,1,0.0,0.0,0.0,1.3033333333333332,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
NXST,12,2,0.0,0.0,0.0,3.716666666666667,0,12,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Baupost Group
TOST,8,3,0.0,0.0,0.0,3.85625,0,8,0.0,Neutral,2025-07-07,2025-07-07,Tiger Global Management; ValueAct Capital; Scion Asset Management
MTD,4,2,0.0,0.0,0.0,1.925,0,4,0.0,Neutral,2025-07-07,2025-07-07,Fundsmith; Scion Asset Management
BIG,2,1,0.0,0.0,0.0,1.85,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
GENK,2,1,0.0,0.0,0.0,1.28,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CMBT,3,1,0.0,0.0,0.0,5.819999999999999,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SIG,6,3,0.0,0.0,0.0,3.2533333333333334,0,6,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; FPA Queens Road Small Cap Value Fund; Tweedy Browne Value Fund
GEO,15,3,0.0,0.0,0.0,15.025333333333332,0,15,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Miller Value Partners; Atlantic Investment Management
NEX-OLD,2,1,0.0,0.0,0.0,3.21,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
FLG,17,3,0.0,0.0,0.0,1.9223529411764706,0,17,0.0,Neutral,2025-07-07,2025-07-07,Kahn Brothers Group; Scion Asset Management; Greenlight Capital
IHRT,2,1,0.0,0.0,0.0,1.96,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CMRE,2,1,0.0,0.0,0.0,1.09,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SCJ,2,1,0.0,0.0,0.0,0.83,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
FLJP,2,1,0.0,0.0,0.0,0.73,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
EWJ,2,1,0.0,0.0,0.0,0.56,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
PDS,6,1,0.0,0.0,0.0,2.4183333333333334,0,6,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SBSW,2,1,0.0,0.0,0.0,6.22,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
WAL,8,3,0.0,0.0,0.0,2.1325000000000003,0,8,0.0,Neutral,2025-07-07,2025-07-07,Patient Capital Management; Miller Value Partners; Scion Asset Management
PACW-OLD,2,1,0.0,0.0,0.0,2.28,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
FRCB,12,5,0.0,0.0,0.0,1.700833333333333,0,12,0.0,Neutral,2025-07-07,2025-07-07,Wedgewood Partners; Sound Shore; Giverny Capital
HBAN,2,1,0.0,0.0,0.0,1.94,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
WWW,2,1,0.0,0.0,0.0,8.36,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SKYW,2,1,0.0,0.0,0.0,4.44,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CXW,13,2,0.0,0.0,0.0,6.237692307692308,0,13,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Pershing Square Capital Management
AJRD-OLD,2,1,0.0,0.0,0.0,12.84,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SPWH,5,1,0.0,0.0,0.0,4.101999999999999,0,5,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
GD,10,5,0.0,0.0,0.0,5.7410000000000005,0,10,0.0,Neutral,2025-07-07,2025-07-07,Olstein Capital Management; Hillman Value Fund; Torray Funds
LVWR,2,1,0.0,0.0,0.0,13.42,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
DNOW,7,2,0.0,0.0,0.0,5.192857142857143,0,7,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Fairholme Capital
SCYX,2,1,0.0,0.0,0.0,2.21,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
STNG,3,1,0.0,0.0,0.0,6.399999999999999,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
MRNS-OLD,3,1,0.0,0.0,0.0,5.456666666666667,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
SXC,4,1,0.0,0.0,0.0,3.7224999999999997,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
GOGL,3,1,0.0,0.0,0.0,3.3433333333333337,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
VYGG-OLD,2,1,0.0,0.0,0.0,1.05,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
VYGG.WS,2,1,0.0,0.0,0.0,0.72,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
IMKTA,3,1,0.0,0.0,0.0,4.46,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
ZYME,2,1,0.0,0.0,0.0,7.62,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
RPT-OLD,4,1,0.0,0.0,0.0,4.18,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
TBT,2,1,0.0,0.0,0.0,5.6,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
HP,19,3,0.0,0.0,0.0,2.7673684210526317,0,19,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Fairfax Financial Holdings; Scion Asset Management
MDP,2,1,0.0,0.0,0.0,3.58,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
GNK,2,1,0.0,0.0,0.0,3.07,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
WHWK,2,1,0.0,0.0,0.0,1.11,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
UBA-OLD,3,1,0.0,0.0,0.0,3.2866666666666666,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
UNIT,4,1,0.0,0.0,0.0,4.3575,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
DBI,6,2,0.0,0.0,0.0,2.4266666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Scion Asset Management
KBAL-OLD,4,2,0.0,0.0,0.0,2.4299999999999997,0,4,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Scion Asset Management
ARCC,2,1,0.0,0.0,0.0,1.51,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
GME,8,1,0.0,0.0,0.0,7.843749999999999,0,8,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
QRVO,24,3,0.0,0.0,0.0,2.7395833333333335,0,24,0.0,Neutral,2025-07-07,2025-07-07,Baupost Group; Scion Asset Management; FPA Queens Road Small Cap Value Fund
ROIC-OLD,2,1,0.0,0.0,0.0,4.8100000000000005,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CPA,2,1,0.0,0.0,0.0,8.63,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
MAXR-OLD,4,1,0.0,0.0,0.0,8.39,0,4,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
JACK,6,3,0.0,0.0,0.0,5.8500000000000005,0,6,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Engaged Capital; Scion Asset Management
TLRD,6,1,0.0,0.0,0.0,4.666666666666667,0,6,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
MIK,2,1,0.0,0.0,0.0,6.69,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CVET-OLD,2,1,0.0,0.0,0.0,8.92,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CNQ,19,3,0.0,0.0,0.0,3.356315789473684,0,19,0.0,Neutral,2025-07-07,2025-07-07,Fairholme Capital; Yacktman Asset Management; Scion Asset Management
CLF,18,5,0.0,0.0,0.0,3.7222222222222214,0,18,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Scion Asset Management; Fairfax Financial Holdings
GSKY-OLD,3,1,0.0,0.0,0.0,5.26,0,3,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
FPH,8,2,0.0,0.0,0.0,1.82375,0,8,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Third Avenue Management
CPLG-OLD,2,1,0.0,0.0,0.0,5.1450000000000005,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
PETQ-OLD,2,1,0.0,0.0,0.0,3.4,0,2,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management
CELG,12,4,0.0,0.0,0.0,4.66,0,12,0.0,Neutral,2025-07-07,2025-07-07,Scion Asset Management; Wedgewood Partners; Abrams Capital Management
GTLS,6,2,0.0,0.0,0.0,10.133333333333333,0,6,0.0,Neutral,2025-07-07,2025-07-07,Engaged Capital; Atlantic Investment Management
DAR,9,4,0.0,0.0,0.0,1.9666666666666666,0,9,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; FPA Queens Road Small Cap Value Fund; Yacktman Asset Management
FMC,11,2,0.0,0.0,0.0,5.765454545454546,0,11,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Tweedy Browne Value Fund
OSK,21,3,0.0,0.0,0.0,3.5571428571428574,0,21,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Greenhaven Associates; FPA Queens Road Small Cap Value Fund
TEX,18,3,0.0,0.0,0.0,4.0344444444444445,0,18,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Pabrai Investments; Greenhaven Associates
PTEN,23,3,0.0,0.0,0.0,2.1882608695652177,0,23,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Kahn Brothers Group; Atlantic Investment Management
FLS,10,1,0.0,0.0,0.0,3.7849999999999993,0,10,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
TKR,18,1,0.0,0.0,0.0,4.288333333333333,0,18,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
CPRI,19,4,0.0,0.0,0.0,2.6157894736842104,0,19,0.0,Neutral,2025-07-07,2025-07-07,Greenlight Capital; Fairfax Financial Holdings; Atlantic Investment Management
WRK-OLD,24,4,0.0,0.0,0.0,3.2191666666666667,0,24,0.0,Neutral,2025-07-07,2025-07-07,Greenhaven Associates; Atlantic Investment Management; Causeway Capital Management
AVT,34,3,0.0,0.0,0.0,2.7444117647058826,0,34,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Atlantic Investment Management; Greenhaven Associates
OI,38,3,0.0,0.0,0.0,3.788947368421053,0,38,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; FPA Crescent Fund; Abrams Capital Management
BERY-OLD,4,2,0.0,0.0,0.0,6.93,0,4,0.0,Neutral,2025-07-07,2025-07-07,Causeway Capital Management; Atlantic Investment Management
EPC,5,1,0.0,0.0,0.0,5.042,0,5,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
GRA,7,2,0.0,0.0,0.0,5.86142857142857,0,7,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Cantillon Capital Management
FTI,4,2,0.0,0.0,0.0,3.755,0,4,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Atlantic Investment Management
CAG,12,3,0.0,0.0,0.0,1.0758333333333334,0,12,0.0,Neutral,2025-07-07,2025-07-07,Hillman Value Fund; Sound Shore; Atlantic Investment Management
MWA,2,1,0.0,0.0,0.0,0.55,0,2,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
AYI,8,3,0.0,0.0,0.0,1.2799999999999998,0,8,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Sound Shore; Atlantic Investment Management
DBDQQ-OLD,11,1,0.0,0.0,0.0,3.352727272727273,0,11,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
CXT,6,1,0.0,0.0,0.0,0.79,0,6,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
COMM,14,2,0.0,0.0,0.0,3.893571428571428,0,14,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management; Sound Shore
AXL,9,2,0.0,0.0,0.0,0.7344444444444443,0,9,0.0,Neutral,2025-07-07,2025-07-07,Miller Value Partners; Atlantic Investment Management
TGI,15,1,0.0,0.0,0.0,3.092,0,15,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
CBT,1,1,0.0,0.0,0.0,0.76,0,1,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
ARRS,21,2,0.0,0.0,0.0,2.814761904761905,0,21,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Atlantic Investment Management
TECD,2,1,0.0,0.0,0.0,0.67,0,2,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
BDC,2,1,0.0,0.0,0.0,0.665,0,2,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
SCS,2,1,0.0,0.0,0.0,0.8400000000000001,0,2,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
NCR-OLD,18,4,0.0,0.0,0.0,3.808333333333333,0,18,0.0,Neutral,2025-07-07,2025-07-07,Engaged Capital; Greenlight Capital; Atlantic Investment Management
KS,1,1,0.0,0.0,0.0,0.51,0,1,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
MGA,14,4,0.0,0.0,0.0,1.1714285714285715,0,14,0.0,Neutral,2025-07-07,2025-07-07,Sound Shore; Hancock Classic Value; Chou Associates
BW,8,2,0.0,0.0,0.0,1.8199999999999998,0,8,0.0,Neutral,2025-07-07,2025-07-07,FPA Queens Road Small Cap Value Fund; Atlantic Investment Management
HAR,13,1,0.0,0.0,0.0,6.412307692307693,0,13,0.0,Neutral,2025-07-07,2025-07-07,Atlantic Investment Management
