ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,total_shares,market_cap,cap_category,sector,avg_gain_loss_pct,total_position_value,market_cap_display
BAC,15,"Charles Bobrinskoy - Ariel Focus Fund, Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, Francis Chou - Chou Associates, Francois Rochon - Giverny Capital, Glenn Greenberg - Brave Warrior Advisors, Guy Spier - Aquamarine Capital, Kahn Brothers Group, Lee Ainslie - Maverick Capital",,41.73,12.8,30.28,0,0,Unknown,Financials,0.0,0.0,N/A
WFC,14,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, Francis Chou - Chou Associates, Harry Burn - Sound Shore, Mairs & Power Growth Fund, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group",,71.79,13.22,67.5,0,0,Unknown,Financials,0.0,0.0,N/A
DIS,13,"Christopher Bloomstran - Semper Augustus, Duan Yongping - H&H International Investment, First Eagle Investment Management, Francois Rochon - Giverny Capital, Harry Burn - Sound Shore, Hillman Value Fund, Kahn Brothers Group, Lindsell Train, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group",,99.59,13.16,42.62,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
SCHW,12,"Bill Nygren - Oakmark Select Fund, Christopher Davis - Davis Advisors, Dodge & Cox, Francois Rochon - Giverny Capital, Greenhaven Associates, John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital, Mairs & Power Growth Fund, Ruane Cunniff - Sequoia Fund, Thomas Gayner - Markel Group",,78.28,10.15,20.86,0,0,Unknown,Financials,0.0,0.0,N/A
CMCSA,10,"David Katz - Matrix Asset Advisors, Dodge & Cox, First Eagle Investment Management, Glenn Greenberg - Brave Warrior Advisors, Hillman Value Fund, Robert Olstein - Olstein Capital Management, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn, Yacktman Asset Management",,36.74,6.91,20.37,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
KMX,9,"Chuck Akre - Akre Capital Management, Francois Rochon - Giverny Capital, Hillman Value Fund, John Rogers - Ariel Appreciation Fund, Lee Ainslie - Maverick Capital, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Tom Bancroft - Makaira Partners, Wallace Weitz - Weitz Large Cap Equity Fund",,78.52,19.16,51.34,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
PYPL,9,"David Katz - Matrix Asset Advisors, David Rolfe - Wedgewood Partners, Francis Chou - Chou Associates, Harry Burn - Sound Shore, Lee Ainslie - Maverick Capital, Lindsell Train, Mason Hawkins - Longleaf Partners, Pat Dorsey - Dorsey Asset Management, Polen Capital Management",,66.99,10.35,17.15,0,0,Unknown,Financials,0.0,0.0,N/A
NKE,9,"Christopher Bloomstran - Semper Augustus, Hillman Value Fund, Jensen Investment Management, Lindsell Train, Polen Capital Management, Robert Olstein - Olstein Capital Management, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Viking Global Investors",,68.3,5.51,22.76,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
BMY,8,"Bill Miller - Miller Value Partners, David Katz - Matrix Asset Advisors, Dodge & Cox, Harry Burn - Sound Shore, Hillman Value Fund, Jensen Investment Management, Kahn Brothers Group, Richard Pzena - Hancock Classic Value",,60.79,20.96,35.88,0,0,Unknown,Health Care,0.0,0.0,N/A
CVS,8,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, Hillman Value Fund, Prem Watsa - Fairfax Financial Holdings, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management, Samantha McLemore - Patient Capital Management",,67.57,9.28,39.23,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
SBUX,8,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, Francois Rochon - Giverny Capital, Jensen Investment Management, Lee Ainslie - Maverick Capital, Polen Capital Management, Stephen Mandel - Lone Pine Capital, Thomas Gayner - Markel Group",,98.09,3.74,5.33,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
UBER,7,"Bill Ackman - Pershing Square Capital Management, Chase Coleman - Tiger Global Management, David Tepper - Appaloosa Management, Steven Romick - FPA Crescent Fund, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn, William Von Mueffling - Cantillon Capital Management",,72.86,19.25,31.26,0,0,Unknown,Technology,0.0,0.0,N/A
KHC,7,"Bill & Melinda Gates Foundation Trust, First Eagle Investment Management, Hillman Value Fund, Mairs & Power Growth Fund, Mason Hawkins - Longleaf Partners, Prem Watsa - Fairfax Financial Holdings, Warren Buffett - Berkshire Hathaway",,30.47,15.38,19.47,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
USB,7,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Hillman Value Fund, Mairs & Power Growth Fund, Robert Olstein - Olstein Capital Management, Viking Global Investors",,43.01,12.15,42.6,0,0,Unknown,Financials,0.0,0.0,N/A
OXY,7,"Bruce Berkowitz - Fairholme Capital, Dodge & Cox, Duan Yongping - H&H International Investment, Francis Chou - Chou Associates, Li Lu - Himalaya Capital Management, Prem Watsa - Fairfax Financial Holdings, Warren Buffett - Berkshire Hathaway",,49.38,10.99,13.29,0,0,Unknown,Energy,0.0,0.0,N/A
C,7,"Francis Chou - Chou Associates, Greenhaven Associates, Harry Burn - Sound Shore, Kahn Brothers Group, Richard Pzena - Hancock Classic Value, Samantha McLemore - Patient Capital Management, Steven Romick - FPA Crescent Fund",,70.99,9.15,15.26,0,0,Unknown,Financials,0.0,0.0,N/A
CSGP,7,"Chase Coleman - Tiger Global Management, Chuck Akre - Akre Capital Management, Daniel Loeb - Third Point, Dennis Hong - ShawSpring Partners, Polen Capital Management, Thomas Gayner - Markel Group, Wallace Weitz - Weitz Large Cap Equity Fund",,79.23,4.44,26.21,0,0,Unknown,Financials,0.0,0.0,N/A
GM,7,"Francis Chou - Chou Associates, Greenhaven Associates, Harry Burn - Sound Shore, Prem Watsa - Fairfax Financial Holdings, Robert Olstein - Olstein Capital Management, Samantha McLemore - Patient Capital Management, Viking Global Investors",,47.03,2.84,4.04,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
DG,6,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Richard Pzena - Hancock Classic Value, Seth Klarman - Baupost Group, Thomas Gayner - Markel Group",,87.93,30.64,48.35,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
CP,6,"Bill Ackman - Pershing Square Capital Management, Chris Hohn - TCI Fund Management, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Lindsell Train, William Von Mueffling - Cantillon Capital Management",,70.2,11.91,13.73,0,0,Unknown,Services,0.0,0.0,N/A
CSCO,6,"David Katz - Matrix Asset Advisors, Dodge & Cox, Lee Ainslie - Maverick Capital, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Yacktman Asset Management",,61.71,9.8,9.8,0,0,Unknown,Information Technology,0.0,0.0,N/A
BN,6,"Bill Ackman - Pershing Square Capital Management, Chuck Akre - Akre Capital Management, Daniel Loeb - Third Point, Josh Tarasoff - Greenlea Lane Capital, Third Avenue Management, Thomas Gayner - Markel Group",,52.41,9.71,13.76,0,0,Unknown,Financials,0.0,0.0,N/A
IFF,6,"Carl Icahn - Icahn Capital Management, Dodge & Cox, First Eagle Investment Management, Hillman Value Fund, Robert Olstein - Olstein Capital Management, Steven Romick - FPA Crescent Fund",,78.52,7.19,18.28,0,0,Unknown,Materials,0.0,0.0,N/A
BK,6,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, First Eagle Investment Management, Thomas Gayner - Markel Group, Yacktman Asset Management",,83.87,5.8,6.84,0,0,Unknown,Financials,0.0,0.0,N/A
UHAL,6,"David Abrams - Abrams Capital Management, Meridian Contrarian Fund, Nelson Peltz - Trian Fund Management, Third Avenue Management, Tweedy Browne Co. - Tweedy Browne Value Fund, Yacktman Asset Management",,62.77,5.45,5.75,0,0,Unknown,Services,0.0,0.0,N/A
PFE,6,"David Katz - Matrix Asset Advisors, Hillman Value Fund, Kahn Brothers Group, Prem Watsa - Fairfax Financial Holdings, Richard Pzena - Hancock Classic Value, Torray Funds",,25.6,5.26,8.7,0,0,Unknown,Health Care,0.0,0.0,N/A
MDT,6,"David Katz - Matrix Asset Advisors, Dodge & Cox, First Eagle Investment Management, Polen Capital Management, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management",,89.86,3.61,4.28,0,0,Unknown,Health Care,0.0,0.0,N/A
KO,6,"Christopher Bloomstran - Semper Augustus, Jensen Investment Management, Lindsell Train, Thomas Russo - Gardner Russo & Quinn, Warren Buffett - Berkshire Hathaway, Yacktman Asset Management",,71.62,2.38,2.62,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
CPNG,5,"Bill & Melinda Gates Foundation Trust, Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, David Abrams - Abrams Capital Management, Lee Ainslie - Maverick Capital",,21.93,30.11,30.28,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
LRCX,5,"Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, David Tepper - Appaloosa Management, Lee Ainslie - Maverick Capital, Triple Frond Partners",,72.7,27.5,27.88,0,0,Unknown,Information Technology,0.0,0.0,N/A
JD,5,"Chase Coleman - Tiger Global Management, Christopher Davis - Davis Advisors, David Tepper - Appaloosa Management, Howard Marks - Oaktree Capital Management, Samantha McLemore - Patient Capital Management",,41.12,22.24,23.18,0,0,Unknown,Technology,0.0,0.0,N/A
TSN,5,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Richard Pzena - Hancock Classic Value, Thomas Gayner - Markel Group, Yacktman Asset Management",,63.81,18.85,51.9,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
CCK,5,"Christopher Davis - Davis Advisors, Jensen Investment Management, Lee Ainslie - Maverick Capital, Meridian Contrarian Fund, Thomas Gayner - Markel Group",,89.26,16.69,16.7,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
SLB,5,"Charles Bobrinskoy - Ariel Focus Fund, First Eagle Investment Management, John Rogers - Ariel Appreciation Fund, Robert Olstein - Olstein Capital Management, Torray Funds",,41.8,16.62,20.69,0,0,Unknown,Energy,0.0,0.0,N/A
TECH,5,"Jensen Investment Management, Lee Ainslie - Maverick Capital, Mairs & Power Growth Fund, Polen Capital Management, Wallace Weitz - Weitz Large Cap Equity Fund",,58.63,15.91,15.91,0,0,Unknown,Health Care,0.0,0.0,N/A
FIS,5,"Dodge & Cox, Harry Burn - Sound Shore, Mason Hawkins - Longleaf Partners, Robert Olstein - Olstein Capital Management, Seth Klarman - Baupost Group",,74.68,13.64,37.08,0,0,Unknown,Information Technology,0.0,0.0,N/A
IAC,5,"Christopher Davis - Davis Advisors, FPA Queens Road Small Cap Value Fund, Lee Ainslie - Maverick Capital, Mason Hawkins - Longleaf Partners, Samantha McLemore - Patient Capital Management",,45.94,12.69,19.83,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
BF.B,5,"Hillman Value Fund, Lindsell Train, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn",,33.56,12.3,21.57,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
BAX,5,"Dodge & Cox, Harry Burn - Sound Shore, Hillman Value Fund, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management",,34.28,11.47,13.74,0,0,Unknown,Health Care,0.0,0.0,N/A
CPRT,5,"AKO Capital, David Rolfe - Wedgewood Partners, Francois Rochon - Giverny Capital, Jensen Investment Management, Torray Funds",,59.24,10.89,15.25,0,0,Unknown,Industrials,0.0,0.0,N/A
MRK,5,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, Kahn Brothers Group, Prem Watsa - Fairfax Financial Holdings, Thomas Russo - Gardner Russo & Quinn",,89.75,8.95,10.63,0,0,Unknown,Health Care,0.0,0.0,N/A
VZ,5,"Bill Miller - Miller Value Partners, Hillman Value Fund, Kahn Brothers Group, Mairs & Power Growth Fund, Yacktman Asset Management",,44.68,5.6,6.63,0,0,Unknown,Communication Services,0.0,0.0,N/A
ET,5,"Bruce Berkowitz - Fairholme Capital, David Abrams - Abrams Capital Management, David Tepper - Appaloosa Management, Leon Cooperman, Samantha McLemore - Patient Capital Management",,18.59,4.94,5.16,0,0,Unknown,Energy,0.0,0.0,N/A
CL,5,"David Katz - Matrix Asset Advisors, First Eagle Investment Management, Jensen Investment Management, Lindsell Train, Yacktman Asset Management",,93.7,4.3,5.43,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
CRH,5,"Daniel Loeb - Third Point, Greenhaven Associates, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,87.97,3.0,3.5,0,0,Unknown,Materials,0.0,0.0,N/A
ALLY,5,"Bill Nygren - Oakmark Select Fund, Francis Chou - Chou Associates, Glenn Greenberg - Brave Warrior Advisors, Lee Ainslie - Maverick Capital, Warren Buffett - Berkshire Hathaway",,36.47,1.49,1.51,0,0,Unknown,Financials,0.0,0.0,N/A
APH,4,"David Katz - Matrix Asset Advisors, Jensen Investment Management, John Armitage - Egerton Capital, Torray Funds",,65.59,47.28,47.52,0,0,Unknown,Information Technology,0.0,0.0,N/A
MU,4,"David Tepper - Appaloosa Management, Guy Spier - Aquamarine Capital, Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,86.89,41.7,45.28,0,0,Unknown,Information Technology,0.0,0.0,N/A
EL,4,"Hillman Value Fund, Lindsell Train, Michael Burry - Scion Asset Management, Thomas Gayner - Markel Group",,66.16,38.54,100.0,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
DLTR,4,"Christopher Bloomstran - Semper Augustus, David Einhorn - Greenlight Capital, Lee Ainslie - Maverick Capital, Meridian Contrarian Fund",,75.07,35.06,37.05,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
DB,4,"David Tepper - Appaloosa Management, Kahn Brothers Group, Third Avenue Management, Viking Global Investors",,23.62,23.6,33.8,0,0,Unknown,Financials,0.0,0.0,N/A
DAR,4,"Alex Roepers - Atlantic Investment Management, Christopher Davis - Davis Advisors, FPA Queens Road Small Cap Value Fund, Yacktman Asset Management",,31.24,23.34,23.34,0,0,Unknown,Industrial Goods,0.0,0.0,N/A
NU,4,"Chase Coleman - Tiger Global Management, Lee Ainslie - Maverick Capital, Polen Capital Management, ValueAct Capital",,10.24,22.75,22.75,0,0,Unknown,Financials,0.0,0.0,N/A
WRBY,4,"First Eagle Investment Management, Lee Ainslie - Maverick Capital, Polen Capital Management, Thomas Russo - Gardner Russo & Quinn",,18.23,20.34,20.35,0,0,Unknown,Health Care,0.0,0.0,N/A
BUD,4,"Bill & Melinda Gates Foundation Trust, Dodge & Cox, Hillman Value Fund, Thomas Gayner - Markel Group",,60.55,17.86,23.2,0,0,Unknown,Consumer Staples,0.0,0.0,N/A
GTX,4,"Howard Marks - Oaktree Capital Management, Kahn Brothers Group, Lee Ainslie - Maverick Capital, Prem Watsa - Fairfax Financial Holdings",,8.37,16.16,16.27,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
IBKR,4,"Bryan Lawrence - Oakcliff Capital, John Armitage - Egerton Capital, Robert Vinall - RV Capital GmbH, William Von Mueffling - Cantillon Capital Management",,41.4,15.28,22.05,0,0,Unknown,Financials,0.0,0.0,N/A
CNR,4,"Bruce Berkowitz - Fairholme Capital, David Einhorn - Greenlight Capital, Guy Spier - Aquamarine Capital, Lee Ainslie - Maverick Capital",,77.89,15.26,31.88,0,0,Unknown,Energy,0.0,0.0,N/A
LBTYA,4,"David Einhorn - Greenlight Capital, Francis Chou - Chou Associates, Howard Marks - Oaktree Capital Management, Seth Klarman - Baupost Group",,11.51,14.6,14.61,0,0,Unknown,Services,0.0,0.0,N/A
ILMN,4,"AKO Capital, Carl Icahn - Icahn Capital Management, Lee Ainslie - Maverick Capital, Samantha McLemore - Patient Capital Management",,79.34,14.44,14.44,0,0,Unknown,Health Care,0.0,0.0,N/A
HOLX,4,"Harry Burn - Sound Shore, Jensen Investment Management, Kahn Brothers Group, Robert Olstein - Olstein Capital Management",,61.77,13.88,42.61,0,0,Unknown,Health Care,0.0,0.0,N/A
HDB,4,"Howard Marks - Oaktree Capital Management, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Polen Capital Management",,66.44,12.83,12.87,0,0,Unknown,Financials,0.0,0.0,N/A
EBAY,4,"Lee Ainslie - Maverick Capital, Lindsell Train, Robert Olstein - Olstein Capital Management, Yacktman Asset Management",,67.73,11.88,13.44,0,0,Unknown,Information Technology,0.0,0.0,N/A
ENTG,4,"Mairs & Power Growth Fund, Polen Capital Management, Torray Funds, William Von Mueffling - Cantillon Capital Management",,87.48,10.6,13.16,0,0,Unknown,Technology,0.0,0.0,N/A
MGM,4,"Christopher Davis - Davis Advisors, Mason Hawkins - Longleaf Partners, Prem Watsa - Fairfax Financial Holdings, Thomas Gayner - Markel Group",,29.64,10.24,12.18,0,0,Unknown,Services,0.0,0.0,N/A
LBRDK,4,"Bill Nygren - Oakmark Select Fund, Lee Ainslie - Maverick Capital, Ruane Cunniff - Sequoia Fund, Seth Klarman - Baupost Group",,85.05,9.93,9.98,0,0,Unknown,Services,0.0,0.0,N/A
OMF,4,"Bill Miller - Miller Value Partners, Glenn Greenberg - Brave Warrior Advisors, Leon Cooperman, Samantha McLemore - Patient Capital Management",,48.88,9.38,15.09,0,0,Unknown,Financials,0.0,0.0,N/A
GEHC,4,"Christopher Bloomstran - Semper Augustus, Dodge & Cox, Harry Burn - Sound Shore, Nelson Peltz - Trian Fund Management",,80.71,9.09,11.92,0,0,Unknown,Health Care,0.0,0.0,N/A
EPD,4,"Bruce Berkowitz - Fairholme Capital, First Eagle Investment Management, Leon Cooperman, Tweedy Browne Co. - Tweedy Browne Value Fund",,34.14,7.3,9.72,0,0,Unknown,Materials,0.0,0.0,N/A
UHAL.B,4,"David Abrams - Abrams Capital Management, Nelson Peltz - Trian Fund Management, Third Avenue Management, Yacktman Asset Management",,59.18,6.38,7.49,0,0,Unknown,Industrials,0.0,0.0,N/A
B,4,"Charles Bobrinskoy - Ariel Focus Fund, First Eagle Investment Management, Harry Burn - Sound Shore, Howard Marks - Oaktree Capital Management",,19.44,4.24,8.95,0,0,Unknown,Materials,0.0,0.0,N/A
